invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,Year
INV-00024900004,2016-08-29,4114,After 5 Somewhere,704 W 7th St Po Box 372,Atlantic,50022,POINT (-95.023116 41.40406200000001),15,CASS,1032000,Imported Vodka,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,7.92,11.88,3,11.88,1.8,0.47,2016
INV-00052800079,2016-08-31,3390,Okoboji Avenue Liquor,1610 Okoboji Avenue,Milford,51351,POINT (-95.149955 43.331525),30,DICKINSON,1031000,American Vodka,297,Laird & Company,35917,Five O'clock Vodka,12,1000,4.17,6.26,2,75.12,2.0,0.52,2016
INV-00059000149,2016-08-31,4509,A J'S LIQUOR II,2515 Chamberlain,Ames,50010,POINT (-93.650838 42.021461),85,STORY,1031000,American Vodka,301,FIFTH GENERATION INC,38180,Titos Handmade Mini,5,600,12.8,19.2,1,19.2,0.6,0.15,2016
S33975900012,2016-08-17,3732,North Scott Foods,425 E Leclaire Rd,Eldridge,52748,POINT (-90.577311 41.654695000000004),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,461,Campari(skyy),161,Skyy Core w/4-50mls,6,950,10.01,15.02,6,90.12,5.7,1.51,2016
INV-00058700141,2016-08-31,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,POINT (-93.619455 42.022848),85,STORY,1031000,American Vodka,301,FIFTH GENERATION INC,38180,Titos Handmade Mini,5,600,12.8,19.2,1,19.2,0.6,0.15,2016
INV-00044300012,2016-08-30,2571,Hy-Vee Food Store #2 / Waterloo,2181 Logan Ave,Waterloo,50703,POINT (-92.337583 42.530476),7,BLACK HAWK,1031000,American Vodka,055,SAZERAC NORTH AMERICA,35317,Barton Vodka,12,1000,3.97,5.96,15,71.52,15.0,3.96,2016
INV-00038900120,2016-08-30,5126,Price Chopper  /  Merle Hay,4343 Merle Hay Rd,Des Moines,50310,POINT (-93.697647 41.63740800000001),77,POLK,1031000,American Vodka,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,1,66.96,0.37,0.09,2016
INV-00030800030,2016-08-30,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6th St SW,Cedar Rapids,52404,POINT (-91.67706 41.962419),57,LINN,1031000,American Vodka,259,Heaven Hill Brands,35418,Burnett's Vodka 80 Prf,6,1750,9.48,14.22,20,85.32,35.0,9.24,2016
INV-00029200053,2016-08-30,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1032000,Imported Vodka,370,PERNOD RICARD USA,34008,Absolut Swedish Vodka 80 Prf,6,1750,19.99,29.99,3,179.94,5.25,1.38,2016
INV-00019000002,2016-08-29,2661,Hy-Vee Food Store / Sheldon,1989 Park St,Sheldon,51201,POINT (-95.831721 43.186038),71,OBRIEN,1081000,American Cordials & Liqueurs,305,Mhw LTD,557,Tippy Cow 50ml Sampler,15,400,4.0,6.0,3,90.0,1.2,0.31,2016
INV-00053300027,2016-08-31,2233,Forbes Liquor Locker / remi,2508 Enterprise Ave,Spirit Lake,51360,POINT (-95.126786 43.416433),30,DICKINSON,1031000,American Vodka,055,SAZERAC NORTH AMERICA,35318,Barton Vodka,6,1750,6.92,10.38,5,62.28,8.75,2.31,2016
S30441600008,2016-01-28,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,POINT (-93.664182 41.586319),77,Polk,1012210,SINGLE MALT SCOTCH,420,"Moet Hennessy USA, Inc.",464,Glenmorangie Pioneer Pack,6,850,22.99,34.49,30,1034.7,25.5,6.74,2016
S34086000203,2016-08-23,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404,POINT (-91.658577 41.955859),57,Linn,1051150,MISCELLANEOUS  BRANDIES,259,Heaven Hill Brands,72730,Christian Bros Apple Mini,12,600,4.9,7.35,12,88.2,7.2,1.9,2016
S33815500061,2016-08-08,2601,Hy-Vee Food Store / Fairfield,1300 West Burlington Ave,Fairfield,52556,POINT (-91.978702 41.006456),51,Jefferson,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15621,Jameson Mini,10,600,11.88,17.82,3,53.46,1.8,0.48,2016
INV-00054000009,2016-08-31,4239,Fareway Stores #850 / Spirit Lake,1906 Keokuk,Spirit Lake,51360,POINT (-95.106219 43.42157),30,DICKINSON,1031000,American Vodka,380,Phillips Beverage,37348,Phillips Vodka,6,1750,7.6,11.4,3,68.4,5.25,1.38,2016
INV-00070300023,2016-08-31,5197,Kum & Go #201 / Coralville,"822, 1st  Ave",Coralville,52241,POINT (-91.565766 41.681286),52,JOHNSON,1031000,American Vodka,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,3,64.56,5.25,1.38,2016
S30204400038,2016-01-14,5215,Cody Mart,"1220, N CODY RD",LE CLAIRE,52753,POINT (-90.34429 41.611036),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,472,Jack Daniels Tennessee Honey w/Glass,6,750,15.07,22.61,36,813.96,27.0,7.13,2016
S34002600062,2016-08-18,2106,Hillstreet News and Tobacco,2217 College,Cedar Falls,50613,POINT (-92.455796 42.517182),07,Black Hawk,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,48,354.24,48.0,12.68,2016
INV-00054100125,2016-08-31,5166,East Side Liquor and Groceries,1116 E Nevada St,Marshalltown,50158,POINT (-92.893113 42.044345),64,MARSHALL,1081000,American Cordials & Liqueurs,055,SAZERAC NORTH AMERICA,84171,99 Bananas,48,100,0.89,1.34,1,64.32,0.1,0.02,2016
INV-00074900027,2016-08-31,3666,Target Store T-1771 / Cedar Rapids,3400 Edgewood Rd SW,Cedar Rapids,52404,POINT (-91.716111 41.944272),57,LINN,1070000,Cocktails / RTD,395,PROXIMO,58888,Jose Cuervo Authentic Lime Margarita 4pk Cans,6,800,3.88,5.82,1,34.92,0.8,0.21,2016
INV-00022700138,2016-08-29,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501,POINT (-95.879662 41.261925),78,POTTAWATTA,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12 Yr Malt Scotch,12,1000,28.48,42.72,6,42.72,6.0,1.58,2016
INV-00015400056,2016-08-29,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1032000,Imported Vodka,035,BACARDI USA INC,34422,Grey Goose Vodka,6,1000,22.5,33.75,10,202.5,10.0,2.64,2016
S30347300044,2016-01-25,4495,Casey's General Store #3055 / Grundy,"504, G AVE",GRUNDY CENTER,50638,POINT (-92.770411 42.361494),38,Grundy,1051100,APRICOT BRANDIES,259,Heaven Hill Brands,52314,Christian Bros Brandy,24,375,3.23,4.85,5,24.25,1.88,0.5,2016
INV-00066200002,2016-08-31,2637,Hy-Vee #5 / Davenport,2351 W Locust,Davenport,52804,POINT (-90.611972 41.538207),82,SCOTT,1031000,American Vodka,260,DIAGEO AMERICAS,37993,Smirnoff Vodka 80 Prf,48,200,2.54,3.81,1,182.88,0.2,0.05,2016
S33795800182,2016-08-08,2629,Hy-Vee Food Store #2 / Council Bluff,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.77,4,27.08,4.0,1.06,2016
INV-02434700002,2016-12-28,9001,Cedar Ridge Vineyards,1441 Marak Rd NW,Swisher,52338,POINT (-91.67737 41.8321),52,JOHNSON,1011600,Straight Rye Whiskies,125,CEDAR RIDGE VINEYARDS LL,27014,Cedar Ridge Malted Rye,6,750,19.67,29.51,30,885.3,22.5,5.94,2016
S34054700041,2016-08-22,3918,Smokin' Joe's #1 Tobacco and Liquor,3120 Rockingham Rd,Davenport,52802,POINT (-90.621541 41.510082),82,Scott,1051140,PEACH BRANDIES,115,"Constellation Wine Company, Inc.",56193,Paul Masson Peach Grande Amber Brandy,24,200,1.96,2.94,2,5.88,0.4,0.11,2016
S30255200009,2016-01-20,4861,The Station / Cedar Rapids,3645 STONE CREEK CIRCLE SW,CEDAR RAPIDS,52404,POINT (-91.747514 41.943626),57,Linn,1031100,100 PROOF VODKA,434,Luxco-St Louis,36301,Hawkeye Vodka 80 Prf Mini,12,500,4.13,6.2,5,31.0,2.5,0.66,2016
INV-00014300050,2016-08-29,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1032000,Imported Vodka,035,BACARDI USA INC,34422,Grey Goose Vodka,6,1000,22.5,33.75,5,202.5,5.0,1.32,2016
INV-00060200131,2016-08-31,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottuwma,52501,POINT (-92.438463 41.01558),90,Wapello,1081000,American Cordials & Liqueurs,055,SAZERAC NORTH AMERICA,84171,99 Bananas,48,100,0.89,1.34,6,1.34,0.6,0.15,2016
INV-00039600060,2016-08-30,4566,Kum & Go #508 / Cedar Rapids,30 Four Oaks Dr SW,Cedar Rapids,52404,POINT (-91.658073 41.923446),57,LINN,1032000,Imported Vodka,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,7.92,11.88,7,11.88,4.2,1.1,2016
INV-00061200011,2016-08-31,5300,Yesway Store # 10013/ Ottumwa,534 Church St,Otumwa,52501,POINT (-92.418553 41.009435),90,Wapello,1032000,Imported Vodka,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,7.92,11.88,4,11.88,2.4,0.63,2016
INV-00037900017,2016-08-30,4384,Kum & Go #2093 / Adel,409 Nile Kinnick Dr,Adel,50003,POINT (-94.017511 41.614114),25,DALLAS,1031000,American Vodka,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,1,66.96,0.37,0.09,2016
INV-00068100086,2016-08-31,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105,POINT (-96.364108 42.487752),97,WOODBURY,1031000,American Vodka,259,Heaven Hill Brands,39920,Deep Eddy Peach Mini,6,600,4.84,7.26,1,43.56,0.6,0.15,2016
INV-00022800102,2016-08-29,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1031000,American Vodka,260,DIAGEO AMERICAS,37993,Smirnoff Vodka 80 Prf,48,200,2.54,3.81,6,3.81,1.2,0.31,2016
INV-00061700025,2016-08-31,3735,C B Liquor,1202 A Ave East,Oskaloosa,52577,POINT (-92.631487 41.296286),10,Buchanan,1031000,American Vodka,297,Laird & Company,35913,Five O'clock Vodka,48,200,1.13,1.7,1,81.6,0.2,0.05,2016
INV-00030900010,2016-08-30,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1031000,American Vodka,300,McCormick Distilling Co.,36903,Mccormick Vodka,48,200,1.13,1.7,9,1.7,1.8,0.47,2016
INV-00039800204,2016-08-30,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404,POINT (-91.658577 41.955859),57,LINN,1031000,American Vodka,434,LUXCO INC,36302,Hawkeye Vodka,48,200,1.15,1.73,1,83.04,0.2,0.05,2016
INV-00028600070,2016-08-30,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,Des Moines,50317,POINT (-93.561517 41.600476),77,POLK,1031000,American Vodka,380,Phillips Beverage,37348,Phillips Vodka,6,1750,7.6,11.4,4,11.4,7.0,1.84,2016
INV-00020300017,2016-08-29,4891,Schottsy's Liquor,109 5th St,Sibley,51249,POINT (-95.759943 43.403935),72,OSCEOLA,1031000,American Vodka,297,Laird & Company,35914,Five O'clock Vodka,24,375,1.93,2.9,1,69.6,0.37,0.09,2016
S33841700010,2016-08-09,4077,Xo Food And Liquor,428 Franklin St,Waterloo,50703,POINT (-92.33464100000002 42.501602),07,Black Hawk,1051150,MISCELLANEOUS  BRANDIES,115,"Constellation Wine Company, Inc.",56791,Paul Masson Apple Grande Amber Brandy,24,200,1.96,2.94,4,11.76,0.8,0.21,2016
S34021300077,2016-08-23,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,156,1151.28,156.0,41.21,2016
INV-00058300016,2016-08-31,4105,Fareway Stores #426 / Nevada,1505 South B Ave,Nevada,50201,POINT (-93.439899 42.009797),85,STORY,1031000,American Vodka,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,5,64.56,8.75,2.31,2016
S30090400069,2016-01-07,5127,Price Chopper  /  Ingersoll,3425 INGERSOLL AVE,DES MOINES,50312,POINT (-93.663337 41.586313),77,Polk,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36886,Mccormick Vodka,12,750,3.31,4.97,36,178.92,27.0,7.13,2016
S33689300001,2016-08-02,4895,Big Discount Liquor,5427 Center Point Rd NE,Cedar Rapids,52402,POINT (-91.668086 42.033480000000004),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,461,Campari(skyy),161,Skyy Core w/4-50mls,6,950,10.01,15.02,1,15.02,0.95,0.25,2016
INV-00045600079,2016-08-30,3932,Main Street Spirits / Mapleton,311 Main St,Mapleton,51034,POINT (-95.79375 42.165915),67,MONONA,1031000,American Vodka,300,McCormick Distilling Co.,36903,Mccormick Vodka,48,200,1.13,1.7,4,1.7,0.8,0.21,2016
INV-00059000093,2016-08-31,4509,A J'S LIQUOR II,2515 Chamberlain,Ames,50010,POINT (-93.650838 42.021461),85,STORY,1031000,American Vodka,205,E & J Gallo Winery,36969,New Amsterdam Vodka,12,750,6.9,10.35,7,124.2,5.25,1.38,2016
S33685900009,2016-08-03,5265,Honey Creek Resort State Park/ Gift,12633 Resort Drive,Moravia,52571,POINT (-92.918723 40.87046),,,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,18.98,28.47,5,142.35,5.0,1.32,2016
S30407500035,2016-01-27,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POINT (-93.519187 41.598109),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,208,Prost Beverage Company,27439,Tim Smith's Climax Moonshine,6,750,17.5,26.25,30,787.5,22.5,5.94,2016
INV-00071800013,2016-08-31,5225,The Station II / North Liberty,"620, Meade Dr",North Liberty,52317,POINT (-91.608704 41.752665),52,JOHNSON,1081000,American Cordials & Liqueurs,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon,48,100,0.89,1.34,1,64.32,0.1,0.02,2016
INV-00031300002,2016-08-30,5226,KC Brothers,214 MYRTLE ST,Davenport,52802,POINT (-90.589149 41.521586),82,SCOTT,1031000,American Vodka,300,McCormick Distilling Co.,36903,Mccormick Vodka,48,200,1.13,1.7,1,81.6,0.2,0.05,2016
S34115900082,2016-08-25,2593,Hy-Vee Food Store / Carroll,905 US Highway 30 West,Carroll,51401,POINT (-94.853591 42.064155),14,Carroll,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,120,885.6,120.0,31.7,2016
INV-00062700024,2016-08-31,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1032000,Imported Vodka,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,7.92,11.88,2,11.88,1.2,0.31,2016
INV-00052500200,2016-08-31,2565,Hy-Vee Food Store / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1031000,American Vodka,205,E & J Gallo Winery,36971,New Amsterdam Vodka,6,1750,13.32,19.98,3,19.98,5.25,1.38,2016
INV-00023700016,2016-08-29,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501,POINT (-95.8792 41.238092),78,POTTAWATTA,1031000,American Vodka,461,Skyy Spirits Inc,37987,Skyy Vodka,12,1000,12.35,18.53,4,222.36,4.0,1.05,2016
INV-00033600018,2016-08-30,4697,Southside Liquor & Tobacco / Iowa City,601 Hollywood Blvd,Iowa City,52240,POINT (-91.52741 41.643807),52,JOHNSON,1081000,American Cordials & Liqueurs,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon,48,100,0.89,1.34,3,64.32,0.3,0.07,2016
S33747200067,2016-08-04,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,420,3099.6,420.0,110.95,2016
S33899600076,2016-08-16,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,Linn,1081400,TRIPLE SEC,55,Sazerac North America,86390,Montezuma Triple Sec,12,1000,2.13,3.2,300,960.0,300.0,79.25,2016
S33701900005,2016-08-03,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,370,Pernod Ricard USA/Austin Nichols,904682,Plymouth Sloe Gin,6,750,12.56,18.84,18,339.12,13.5,3.57,2016
INV-00025900003,2016-08-30,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1081000,American Cordials & Liqueurs,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon,48,100,0.89,1.34,2,64.32,0.2,0.05,2016
S33831000150,2016-08-09,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,Polk,1012210,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5038,The Glenlivet,6,1750,42.47,63.71,24,1529.04,42.0,11.1,2016
S30161700007,2016-01-13,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,POINT (-91.529854 41.663541),52,Johnson,1011500,STRAIGHT RYE WHISKIES,260,Diageo Americas,27025,Bulleit 95 Rye,12,750,16.75,25.13,36,904.68,27.0,7.13,2016
S31120400037,2016-03-08,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),,,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,54647,Arrow Blackberry Flav Brandy,12,1000,6.38,9.57,4,38.28,4.0,1.06,2016
S30694100002,2016-02-11,3732,North Scott Foods,425 E LECLAIRE RD,ELDRIDGE,52748,POINT (-90.577311 41.654695000000004),82,Scott,1031100,100 PROOF VODKA,301,Fifth Generation Inc.,38177,Titos Handmade Vodka,12,1000,11.92,17.88,48,858.24,48.0,12.68,2016
S30679700054,2016-02-10,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,POINT (-91.528105 42.207428),52,Johnson,1031100,100 PROOF VODKA,434,Luxco-St Louis,36302,Hawkeye Vodka,48,200,1.15,1.73,12,20.76,2.4,0.63,2016
S30879600111,2016-02-24,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,POINT (-92.435236 42.512789),07,Black Hawk,1031100,100 PROOF VODKA,297,Laird And Company,35914,Five O'clock Vodka,24,375,1.93,2.9,7,20.3,2.62,0.69,2016
S31853400002,2016-04-19,4582,Pronto / Spirit Lake,"2402, 17th ST",SPIRIT LAKE,51360,POINT (-95.126585 43.42282),30,Dickinson,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",163,Hennessy VS Flask,24,200,5.74,8.61,2,17.22,0.4,0.11,2016
INV-00036500157,2016-08-30,3495,Great Pastimes,228 N Main St,Monticello,52310,POINT (-91.183413 42.24013200000001),53,JONES,1032000,Imported Vodka,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,7.92,11.88,1,11.88,0.6,0.15,2016
INV-00023600035,2016-08-29,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501,POINT (-95.8792 41.238092),78,POTTAWATTA,1031000,American Vodka,055,SAZERAC NORTH AMERICA,35317,Barton Vodka,12,1000,3.97,5.96,6,71.52,6.0,1.58,2016
INV-00762200001,2016-10-06,3742,Wal-Mart 1625 / Lemars,1111 Holton Dr,Lemars,51031,POINT (-96.185499 42.780675),75,Plymouth,1701200,Holiday VAP,370,PERNOD RICARD USA,100005,The Glenlivet w/50ml 15YR & Founders Reserve,6,850,21.98,32.97,1,0.0,0.85,0.22,2016
S31224300008,2016-03-14,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57,Linn,1081400,TRIPLE SEC,434,Luxco-St Louis,86507,Paramount Triple Sec,12,1000,3.84,5.76,48,276.48,48.0,12.68,2016
INV-00074100005,2016-08-31,4496,B P ON 1ST,"2824, 1st Ave NE",Cedar Rapids,52402,POINT (-91.634838 42.005867),57,LINN,1031000,American Vodka,055,SAZERAC NORTH AMERICA,37934,Skol Vodka,24,375,1.74,2.61,1,62.64,0.37,0.09,2016
