invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,Year
S14074400003,2013-10-11,2835,CVS Pharmacy #8538 / Cedar Falls,2302 WEST FIRST ST,CEDAR FALLS,50613,POINT (-92.472778 42.539874),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,421,"Sazerac Co., Inc.",76436,Old St. Nick''s Egg Nog,12,750,3.64,5.46,36,196.56,27.0,7.13,2013
S16139200071,2013-12-10,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.76,7.14,156,1113.84,156.0,41.21,2013
S10483800003,2013-02-07,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57,Linn,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,902528,Jameson Gold Reserve(listed),6,750,34.99,52.49,18,944.82,13.5,3.57,2013
S13225000065,2013-07-09,4277,Cork It!,769 PROSPECT ST SW,LE MARS,51031,POINT (-96.178219 42.776296),75,Plymouth,1081350,SPEARMINT SCHNAPPS,434,Luxco-St Louis,82187,Arrow Spearmint Schnapps,12,1000,4.75,7.13,4,28.52,4.0,1.06,2013
S15085900001,2013-10-14,2558,Hy-Vee Food Store / Mount Pleasant,1700 E WASHINGTON,MOUNT PLEASANT,52641,POINT (-91.52888 40.962331000000006),44,Henry,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,3984,Absolut w/4-50mls,1,750,137.13,206.07,120,24728.4,90.0,23.78,2013
S13029500130,2013-06-26,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90,Wapello,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",1014,Glenmorangie 10YR Discovery Pack w/3 50ml,6,900,22.06,33.09,1,33.09,0.9,0.24,2013
S13705000001,2013-08-05,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,1838,Malibu w/Dole Pineapple Juice,3,1750,15.99,23.99,312,7484.88,546.0,144.24,2013
S15094100001,2013-10-17,3980,Wal-Mart 1721 / Iowa City,919 HWY 1 WEST,IOWA CITY,52246,POINT (-91.552125 41.646646),52,Johnson,1701100,DECANTERS & SPECIALTY PACKAGES,55,Sazerac North America,2249,Amaretto Di Amore w/2 Snifters,12,750,6.0,9.0,52,468.0,39.0,10.3,2013
S14082600048,2013-10-11,3721,Wal-Mart 0913 / Decorah,1798 OLD STAGE RD,DECORAH,52101,POINT (-91.753135 43.290041),96,Winneshiek,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,67575,Kahlua Peppermint Mocha,12,750,9.74,15.74,36,566.64,27.0,7.13,2013
S14362300028,2013-09-05,2638,Hy-Vee Wine and Spirits / Cedar Fall,5925 UNIVERSITY AVE STE A,CEDAR FALLS,50613,POINT (-92.429331 42.512766),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",1014,Glenmorangie 10YR Discovery Pack w/3 50ml,6,900,22.06,33.09,6,198.54,5.4,1.43,2013
S15396500012,2013-10-29,2597,Hy-Vee Food Store / Cherokee,1300 N. SECOND,CHEROKEE,51012,POINT (-95.552585 42.765259),18,Cherokee,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,72,513.36,72.0,19.02,2013
S15997400002,2013-12-02,3790,Wal-Mart 0784 / Mt Pleasan,1045 N GRAND AVE,MT PLEASANT,52641,POINT (-91.539034 40.978416),44,Henry,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,3953,Pinnacle w/3-50mls,6,750,7.01,10.52,18,189.36,13.5,3.57,2013
S13503400057,2013-07-23,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,Marshall,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,72,513.36,72.0,19.02,2013
S16021000090,2013-12-03,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45,Howard,1081335,RASPBERRY SCHNAPPS,65,Jim Beam Brands,82837,Dekuyper Raspberry Pucker,12,1000,7.62,11.43,4,45.72,4.0,1.06,2013
S14079200015,2013-10-11,3632,Wal-Mart 2004 / Dubuque,4200 DODGE ST,DUBUQUE,52003,POINT (-90.736955 42.489041),31,Dubuque,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1400,Crown Royal w/2 Glasses,6,750,14.75,22.13,132,2921.16,99.0,26.15,2013
S15999700001,2013-12-02,3811,Wal-Mart 1431 / Keokuk,300 NORTH PARK DR,KEOKUK,52632,POINT (-91.407263 40.418589),56,Lee,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,424,Jim Beam White w/3-50mls,6,750,9.98,14.97,18,269.46,13.5,3.57,2013
S14376600021,2013-09-06,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,POINT (-94.853591 42.064155),14,Carroll,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,120,855.6,120.0,31.7,2013
S11598100003,2013-04-11,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57,Linn,1082010,AMARETTO - IMPORTED,497,"WILDMAN AND SONS, F.",902536,Chartreuse Yellow,12,750,31.13,46.7,9,420.3,6.75,1.78,2013
S14051100080,2013-08-22,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,POINT (-92.337583 42.530476),07,Black Hawk,1081380,MISCELLANEOUS SCHNAPPS,65,Jim Beam Brands,82627,Dekuyper Cherry Pucker,12,1000,7.62,11.43,5,57.15,5.0,1.32,2013
S14075800010,2013-10-08,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,POINT (-93.697647 41.63740800000001),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,421,"Sazerac Co., Inc.",76436,Old St. Nick''s Egg Nog,12,750,3.64,5.46,60,327.6,45.0,11.89,2013
S10878200059,2013-03-04,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),07,Black Hawk,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.76,156,1054.56,156.0,41.21,2013
S14193100017,2013-10-08,3881,7 Rayos Liquor Store,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,Marshall,1701100,DECANTERS & SPECIALTY PACKAGES,461,Campari(skyy),706,Wild Turkey 101 w/2 Glasses,6,750,13.0,19.5,30,585.0,22.5,5.94,2013
S14292600028,2013-09-05,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,POINT (-90.705328 42.491862),31,Dubuque,1081700,DISTILLED SPIRITS SPECIALTY,55,Sazerac North America,76227,Montezuma Blue,12,1000,4.5,6.75,108,729.0,108.0,28.53,2013
S11900400087,2013-04-29,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,POINT (-91.960918 41.994458),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,600,4278.0,600.0,158.5,2013
S11450700124,2013-04-03,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67,Monona,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15677,Powers Irish Whiskey,12,1000,13.99,20.99,5,104.95,5.0,1.32,2013
S14891500041,2013-10-01,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,Marshall,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,48,342.24,48.0,12.68,2013
S15902100006,2013-11-22,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,POINT (-93.235588 43.148451),17,Cerro Gordo,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,3984,Absolut w/4-50mls,1,750,137.88,206.82,15,3102.3,11.25,2.97,2013
S14079900048,2013-10-11,3644,Wal-Mart 2764 / Altoona,3501  8TH ST SW,ALTOONA,50009,POINT (-93.505276 41.644195),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,192,Sidney Frank Importing Co.,3135,Jagermeister w/2 Shot Glasses,12,750,12.05,18.08,72,1301.76,54.0,14.27,2013
S14399000016,2013-09-09,3549,Quicker Liquor Store,1414 48TH ST,FORT MADISON,52627,POINT (-91.373211 40.62422600000001),56,Lee,1701100,DECANTERS & SPECIALTY PACKAGES,192,Sidney Frank Importing Co.,3136,Jagermeister T-Shirt Pack,12,750,12.05,18.08,36,650.88,27.0,7.13,2013
S12249700039,2013-05-15,2595,Hy-Vee Wine and Spirits / Denison,"1620  4TH AVE, SOUTH",DENISON,51442,POINT (-95.348601 42.012395),24,Crawford,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.76,48,324.48,48.0,12.68,2013
S13136300056,2013-07-02,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,POINT (-94.853591 42.064155),14,Carroll,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,48,342.24,48.0,12.68,2013
S14195400008,2013-10-04,3899,Wal-Mart 3762 / WDM,6365 STAGECOACH DR,WEST DES MOINES,50266,POINT (-93.795512 41.558107),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,2870,Bailey's Original Irish Cream w/2 Glasses,6,750,13.0,19.5,120,2340.0,90.0,23.78,2013
S15486200057,2013-11-05,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.76,7.14,108,771.12,108.0,28.53,2013
S10674200120,2013-02-19,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1012300,IRISH WHISKIES,65,Jim Beam Brands,15737,2 Gingers Mini,1,4800,45.47,68.21,4,272.84,19.2,5.07,2013
S14983700024,2013-10-07,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POINT (-93.73162 41.571127),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",1014,Glenmorangie 10YR Discovery Pack w/3 50ml,6,900,22.06,33.09,6,198.54,5.4,1.43,2013
S14122000046,2013-10-04,3980,Wal-Mart 1721 / Iowa City,919 HWY 1 WEST,IOWA CITY,52246,POINT (-91.552125 41.646646),52,Johnson,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,424,Jim Beam White w/3-50mls,6,750,9.98,14.97,36,538.92,27.0,7.13,2013
S11863800001,2013-04-25,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,Marshall,1081700,DISTILLED SPIRITS SPECIALTY,300,Mccormick Distilling Company,902535,Tarantula Azul Liqueur,12,750,10.66,15.99,60,959.4,45.0,11.89,2013
S11696900002,2013-04-17,2661,Hy-Vee Food Store / Sheldon,1989 PARK ST,SHELDON,51201,POINT (-95.831721 43.186038),71,O'Brien,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15818,Paddy Old Irish Whiskey,12,750,10.99,16.49,36,593.64,27.0,7.13,2013
S10750600082,2013-02-27,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,192,1368.96,192.0,50.72,2013
S10364200001,2013-01-31,9002,Mississippi River Distillery,303 N CODY RD,LECLAIRE,52753,POINT (-90.34359400000001 41.599733),82,Scott,1081700,DISTILLED SPIRITS SPECIALTY,306,Mississippi River Distilling Co.,73645,Dry Dock Sorghurm,12,375,9.08,13.62,36,490.32,13.5,3.57,2013
S140013-00100004,2013-09-04,4669,Vom Fass / Des Moines,"833, 42ND ST",DES MOINES,50312,POINT (-93.674384 41.59343100000001),77,Polk,1012300,IRISH WHISKIES,885,"Yahara Bay Distillers, Inc",901073,Irish Peated Single Malt Whiskey,6,50,6.37,9.56,6,57.36,0.3,0.08,2013
S16001500002,2013-12-05,3670,Wal-Mart 2827 / Coralville,2801 COMMERCE DR,CORALVILLE,52241,POINT (-91.610774 41.695806),52,Johnson,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,3953,Pinnacle w/3-50mls,6,750,7.01,10.52,18,189.36,13.5,3.57,2013
S13098600104,2013-07-01,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,POINT (-92.327917 42.459938),07,Black Hawk,1081335,RASPBERRY SCHNAPPS,434,Luxco-St Louis,82147,Arrow Raspberry Schnapps,12,1000,4.75,7.13,4,28.52,4.0,1.06,2013
S15596100004,2013-11-07,4648,Prime Mart / Broadway Waterloo,508 BROADWAY ST,WATERLOO,50703,POINT (-92.345104 42.510573),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",34166,Belvedere Red,6,750,17.15,25.73,18,463.14,13.5,3.57,2013
S14077300003,2013-10-23,3540,Super Target T-0533 / Davenport,5225 ELMORE AVE,DAVENPORT,52807,POINT (-90.528585 41.573196),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,259,Heaven Hill Brands,2229,Christian Brothers Holiday Nog,12,750,4.46,6.69,108,722.52,81.0,21.4,2013
S13101900001,2013-07-01,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1012210,SINGLE MALT SCOTCH,420,"Moet Hennessy USA, Inc.",914092,Ardbeg Ardbog,6,750,49.97,74.96,18,1349.28,13.5,3.57,2013
S14087100007,2013-10-11,3769,Wal-Mart 0753 / Cedar Fall,525 BRANDILYNN BLVD,CEDAR FALLS,50613,POINT (-92.440394 42.485042),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1400,Crown Royal w/2 Glasses,6,750,14.75,22.13,36,796.68,27.0,7.13,2013
S15087400004,2013-10-14,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1701100,DECANTERS & SPECIALTY PACKAGES,55,Sazerac North America,62920,Mr. Boston Holiday Nog,12,750,3.64,5.46,120,655.2,90.0,23.78,2013
S14810000026,2013-09-26,4827,Sauce,108 E COLLEGE ST,IOWA CITY,52240,POINT (-91.533522 41.658979),52,Johnson,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,48,342.24,48.0,12.68,2013
S14075900005,2013-10-11,3618,Wal-Mart 2716 / Cedar Rapids,3601 29TH AVE SW,CEDAR RAPIDS,52404,POINT (-91.718042 41.949215),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1400,Crown Royal w/2 Glasses,6,750,14.75,22.13,330,7302.9,247.5,65.38,2013
S14079900033,2013-10-11,3644,Wal-Mart 2764 / Altoona,3501  8TH ST SW,ALTOONA,50009,POINT (-93.505276 41.644195),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,952,Jack Daniel's Black w/2 Glasses,6,750,14.04,21.06,60,1263.6,45.0,11.89,2013
S10275300046,2013-01-28,2553,Hy-Vee Food Store / Creston,600 SHELDON,CRESTON,50801,POINT (-94.372552 41.051462),88,Union,1081400,TRIPLE SEC,421,"Sazerac Co., Inc.",86637,Tortilla Triple Sec,12,1000,3.0,4.5,4,18.0,4.0,1.06,2013
S14081800073,2013-10-04,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,874,The Glenlivet w/50ml 15YR & 18YR,6,850,21.24,32.24,36,1160.64,30.6,8.08,2013
S15999100002,2013-12-04,3726,Wal-Mart 1285 / Ottumwa,1940 VENTURE DR,OTTUMWA,52501,POINT (-92.456896 41.01455),90,Wapello,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,3953,Pinnacle w/3-50mls,6,750,7.01,10.52,18,189.36,13.5,3.57,2013
S13123700115,2013-07-02,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78,Pottawattamie,1081315,CINNAMON SCHNAPPS,421,"Sazerac Co., Inc.",82957,Firewater Cinnamon Schnapps,12,1000,9.87,14.8,4,59.2,4.0,1.06,2013
S14081800001,2013-10-04,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,305,MHW Ltd,3963,Rumchata w/Thermal Cup,6,750,12.5,18.75,30,562.5,22.5,5.94,2013
S10112400017,2013-01-17,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,POINT (-91.960918 41.994458),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,72,513.36,72.0,19.02,2013
S13574700002,2013-07-25,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,POINT (-92.403843 42.505197),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,192,Sidney Frank Importing Co.,3136,Jagermeister T-Shirt Pack,12,750,12.05,18.08,36,650.88,27.0,7.13,2013
S14517500004,2013-09-12,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,55,Sazerac North America,973627,Di Amore Quattro Orange,12,1000,9.75,14.63,144,2106.72,144.0,38.04,2013
S13485600015,2013-07-22,4091,Fareway Stores #705 / Clear Lake,910 HWY 18 W,CLEAR LAKE,50428,POINT (-93.613385 43.105949),17,Cerro Gordo,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,43306,Captain Morgan Signature Series Limited Edition,12,750,10.0,15.0,60,900.0,45.0,11.89,2013
S11530500001,2013-04-09,2607,Hy-Vee Wine and Spirits / Shenandoah,520 SO FREMONT,SHENANDOAH,51601,POINT (-95.385111 40.761736),73,Page,1051100,APRICOT BRANDIES,380,Phillips Beverage Company,902523,Phillips Apricot Flav Brandy,12,750,4.75,7.13,60,427.8,45.0,11.89,2013
S15086400002,2013-10-14,2584,Hy-Vee Food Store / Fort Madison,2606 AVENUE L,FORT MADISON,52627,POINT (-91.343544 40.626988),56,Lee,1701100,DECANTERS & SPECIALTY PACKAGES,421,"Sazerac Co., Inc.",76436,Old St. Nick''s Egg Nog,12,750,3.64,5.46,60,327.6,45.0,11.89,2013
S12426600001,2013-05-28,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,72,513.36,72.0,19.02,2013
S10511700036,2013-02-13,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,180,1283.4,180.0,47.55,2013
S11145600003,2013-03-18,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,POINT (-94.013374 41.336405),61,Madison,1012300,IRISH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",15940,Tullamore Dew Irish Whisky,12,750,13.6,20.39,60,1223.4,45.0,11.89,2013
S14081600010,2013-10-28,3707,Target Store T-1768 / Cedar Rapids,1030 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.649625 42.035157),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,424,Jim Beam White w/3-50mls,6,750,9.98,14.97,18,269.46,13.5,3.57,2013
S15998100001,2013-12-03,3625,Wal-Mart 0892 / Ankeny,1002 SE NATIONAL DR,ANKENY,50021,POINT (-93.582348 41.70486400000001),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,424,Jim Beam White w/3-50mls,6,750,9.98,14.97,18,269.46,13.5,3.57,2013
S11821200129,2013-04-23,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine,1081335,RASPBERRY SCHNAPPS,434,Luxco-St Louis,82147,Arrow Raspberry Schnapps,12,1000,4.75,7.13,4,28.52,4.0,1.06,2013
S11120800069,2013-03-20,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,144,1026.72,144.0,38.04,2013
S15349200023,2013-10-24,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.673222 41.600361),77,Polk,1081030,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67341,Avion Espresso,6,750,12.49,18.74,18,337.32,13.5,3.57,2013
