invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,Year
S27641700021,2015-09-01,2660,HY-VEE FOOD STORE / SIOUX CENTER,1951 S MAIN AVE,SIOUX CENTER,51250,POINT (-96.175695 43.056471),84,Sioux,1081330,PEACH SCHNAPPS,434,Luxco-St Louis,84457,Paramount Peach Schnapps,12,1000,5.42,8.13,4,32.52,4.0,1.06,2015
S23454100001,2015-01-13,9001,Cedar Ridge Vineyards,1441 MARAK RD NW,SWISHER,52338,POINT (-91.67737 41.8321),52,Johnson,1012300,IRISH WHISKIES,125,"Cedar Ridge Vineyards,LLC",27476,Cedar Ridge Single Malt Whiskey,6,750,25.0,37.5,240,9000.0,180.0,47.55,2015
S26655700003,2015-07-08,4057,Tequila's Liquor Store,1434 DES MOINES ST STE 5,DES MOINES,50316,POINT (-93.59704 41.594713),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",2666,Hennessy VS Flask Sleeve,24,200,5.64,8.46,72,609.12,14.4,3.8,2015
S28805600192,2015-11-02,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1701100,DECANTERS & SPECIALTY PACKAGES,259,Heaven Hill Brands,2229,Christian Brothers Holiday Nog,12,750,4.46,6.69,60,401.4,45.0,11.89,2015
S29328400047,2015-11-30,2514,Hy-Vee Drugstore / Marion,2790 7TH AVENUE,MARION,50129,POINT (-91.582229 42.033186),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,421,"Sazerac Co., Inc.",76438,Old St. Nick''s Egg Nog,6,1750,7.31,10.97,5,54.85,8.75,2.31,2015
S28920700002,2015-11-11,3873,Target Store T-1113 / Coralville,1441 CORAL RIDGE AVE,CORALVILLE,52241,POINT (-91.608399 41.691276),52,Johnson,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,361,Bailey's Original Irish Cream w/4 Shot Glasses,6,750,13.25,19.88,18,357.84,13.5,3.57,2015
S26899100025,2015-07-22,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15677,Powers Irish Whiskey,12,1000,16.49,24.74,4,98.96,4.0,1.06,2015
S27842200082,2015-09-10,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,POINT (-93.65129 41.626668),77,Polk,1081030,COFFEE LIQUEURS,65,Jim Beam Brands,67557,Kamora Coffee Liqueur,12,1000,8.39,12.59,4,50.36,4.0,1.06,2015
S23744400038,2015-01-28,4979,Sam Liquor,1500 1st AVE NE,CEDAR RAPIDS,52402,POINT (-91.652082 41.988229),57,Linn,1051140,PEACH BRANDIES,115,"Constellation Wine Company, Inc.",56195,Paul Masson Peach Grande Amber Brandy,24,375,3.05,4.58,5,22.9,1.88,0.5,2015
S29776200025,2015-12-21,2602,Hy-Vee Food Store / Webster City,823  2ND ST,WEBSTER CITY,50595,POINT (-93.825486 42.469466),40,Hamilton,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",2140,Hennessy VS 750ml + VSOP 50ml Chain VAP,6,800,18.99,28.49,3,85.47,2.4,0.63,2015
S29467100001,2015-12-07,3707,Target Store T-1768 / Cedar Rapids,1030 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.649625 42.035157),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,470,Jack Daniels w/Glass,6,750,15.07,22.61,18,406.98,13.5,3.57,2015
S27689400003,2015-10-14,4932,B and B West,3105 HUDSON RD,CEDAR FALLS,50613,POINT (-92.465838 42.509248),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,789,Canadian Club w/Glass,6,750,7.88,11.82,18,212.76,13.5,3.57,2015
S28967100004,2015-11-10,3719,Wal-Mart 0581 / Marshalltown,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,Marshall,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,434,Jim Beam White w/2 Glasses,6,750,10.49,15.74,30,472.2,22.5,5.94,2015
S27930800003,2015-10-14,3818,Round Window Liquor,703 W PLEASANT ST,KNOXVILLE,50138,POINT (-93.10564100000002 41.320746),63,Marion,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",658,Grand Marnier w/50ml Raspberry Peach,6,800,23.31,34.97,1,34.97,0.8,0.21,2015
S29547400059,2015-12-09,3819,Quillins Decorah,915 SHORT ST,DECORAH,52101,POINT (-91.79777100000001 43.291023),96,Winneshiek,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,874,The Glenlivet w/50ml 15YR & 18YR,6,850,22.48,33.72,2,67.44,1.7,0.45,2015
S29599000022,2015-12-14,4296,Circle B Market,111 MAIN ST,KEOSAUQUA,52565,POINT (-91.962466 40.7294),89,Van Buren,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,874,The Glenlivet w/50ml 15YR & 18YR,6,850,22.48,33.72,1,33.72,0.85,0.22,2015
S26147800075,2015-06-11,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.673222 41.600361),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,403,Jim Beam w/ Barbecue Sauce,6,750,10.49,15.74,36,566.64,27.0,7.13,2015
S29607900182,2015-12-15,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,Marshall,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,48,354.24,48.0,12.68,2015
S24671400132,2015-03-23,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.77,240,1624.8,240.0,63.4,2015
S29847000006,2015-12-24,4165,I-35 Spirits / Ankeny,113 SE DELAWARE AVE STE 101,ANKENY,50023,POINT (-93.581093 41.731416),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,647,Kahlua w/Absolut 50ml & White Russian Glass,6,800,10.99,16.49,2,32.98,1.6,0.42,2015
S29269900012,2015-11-23,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,POINT (-94.974011 42.421341),81,Sac,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,324,Bailey's Original Irish Cream Multi Pack,30,200,6.66,9.99,2,19.98,0.4,0.11,2015
S29419200003,2015-12-03,4092,Fareway Stores #077 / Norwalk,1711 SUNSET DR,NORWALK,50211,POINT (-93.675528 41.483259),91,Warren,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,472,Jack Daniels Tennessee Honey w/Glass,6,750,15.07,22.61,36,813.96,27.0,7.13,2015
S29900500013,2015-12-29,4568,Select Mart   Floyd Blvd,4103 FLOYD BLVD,SIOUX CITY,51108,POINT (-96.358413 42.54202),97,Woodbury,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15628,Jameson,6,1750,28.49,42.74,4,170.96,7.0,1.85,2015
S29389200001,2015-12-07,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,POINT (-92.327917 42.459938),07,Black Hawk,1051150,MISCELLANEOUS  BRANDIES,313,Vision Wine and Spirits,902142,Maraska Slivovitz,6,750,14.61,21.92,30,657.6,22.5,5.94,2015
S29743500001,2015-12-22,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,POINT (-93.465301 41.644041),77,Polk,1011500,STRAIGHT RYE WHISKIES,259,Heaven Hill Brands,904976,Rittenhouse Rye 100 Proof-HA,12,750,12.98,19.47,10,194.7,7.5,1.98,2015
S29799600001,2015-12-22,2672,Hy-Vee / Winterset,923 N  1ST ST,WINTERSET,50273,POINT (-94.013482 41.342665),61,Madison,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,647,Kahlua w/Absolut 50ml & White Russian Glass,6,800,10.99,16.49,60,989.4,48.0,12.68,2015
S24191300015,2015-02-24,4904,Larchwood Quick Stop,832 BROADWAY ST,LARCHWOOD,51241,POINT (-96.43415 43.45255),60,Lyon,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,3838,Malibu Counter Unit,24,250,2.99,4.49,1,4.49,0.25,0.07,2015
S27692500002,2015-10-14,3354,Sam's Club 8238 / Davenport,3845 ELMORE AVE.,DAVENPORT,52807,POINT (-90.527081 41.559731),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,305,MHW Ltd,40614,Rumchata w/Thermal Cup,6,750,12.5,18.75,252,4725.0,189.0,49.93,2015
S24954500201,2015-04-08,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.77,4,27.08,4.0,1.06,2015
S27812700008,2015-09-09,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,POINT (-91.518868 41.676095),52,Johnson,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,734,Absolut w/50ml Citron & Mandrin,12,850,11.49,17.24,48,827.52,40.8,10.78,2015
S24465500030,2015-03-11,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,POINT (-95.79375 42.165915),67,Monona,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.77,4,27.08,4.0,1.06,2015
S25941800006,2015-06-01,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57,Linn,1081400,TRIPLE SEC,434,Luxco-St Louis,86507,Paramount Triple Sec,12,1000,3.84,5.76,48,276.48,48.0,12.68,2015
S29181200007,2015-11-19,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.673222 41.600361),77,Polk,1011500,STRAIGHT RYE WHISKIES,260,Diageo Americas,27025,Bulleit 95 Rye,12,750,16.75,25.13,72,1809.36,54.0,14.27,2015
S27136900002,2015-10-13,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,POINT (-93.854477 41.615059),25,Dallas,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,324,Bailey's Original Irish Cream Multi Pack,30,200,6.66,9.99,150,1498.5,30.0,7.93,2015
S25456100029,2015-05-05,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,POINT (-91.183413 42.24013200000001),53,Jones,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,54647,Arrow Blackberry Flav Brandy,12,1000,6.38,9.57,4,38.28,4.0,1.06,2015
S28634400001,2015-10-22,9001,Cedar Ridge Vineyards,1441 MARAK RD NW,SWISHER,52338,POINT (-91.67737 41.8321),52,Johnson,1011250,SINGLE BARREL BOURBON WHISKIES,125,"Cedar Ridge Vineyards,LLC",27369,Cedar Ridge Cask Finished Bourbon,6,750,20.67,31.01,210,6512.1,157.5,41.61,2015
S29603200014,2015-12-14,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POINT (-93.519187 41.598109),77,Polk,1012210,SINGLE MALT SCOTCH,420,"Moet Hennessy USA, Inc.",464,Glenmorangie Pioneer Pack,6,850,22.99,34.49,2,68.98,1.7,0.45,2015
S29449000004,2015-12-03,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,POINT (-90.513769 41.574973),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,699,Woodford Reserve w/Glass,6,750,21.02,31.53,18,567.54,13.5,3.57,2015
S27326500107,2015-08-13,2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,POINT (-90.608201 41.560663),82,Scott,1051140,PEACH BRANDIES,115,"Constellation Wine Company, Inc.",56193,Paul Masson Peach Grande Amber Brandy,24,200,1.96,2.94,1,2.94,0.2,0.05,2015
S28050600025,2015-09-22,4499,Casey's General Store #1316 / Milfor,510 OKOBOJI AVE,MILFORD,51351,POINT (-95.149937 43.320094),30,Dickinson,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,734,Absolut w/50ml Citron & Mandrin,12,850,11.49,17.24,12,206.88,10.2,2.69,2015
S23275900001,2014-12-31,4901,Fareway Stores #137 / Polk City,1101 S 5TH ST,POLK CITY,50226,POINT (-93.719323 41.763876),77,Polk,1062050,BARBADOS RUM,305,MHW Ltd,42240,Blue Chair Bay White,12,750,9.42,14.13,60,847.8,45.0,11.89,2015
S29595500043,2015-12-14,4908,Zapf's Pronto Market,107 1st ST SW,ELKADER,52043,POINT (-91.405293 42.85389),22,Clayton,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,647,Kahlua w/Absolut 50ml & White Russian Glass,6,800,10.99,16.49,2,32.98,1.6,0.42,2015
S29609000036,2015-12-14,5173,Audubon Food Land,"104, MARKET ST",AUDUBON,50025,POINT (-94.93625 41.723057),05,Audubon,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,647,Kahlua w/Absolut 50ml & White Russian Glass,6,800,10.99,16.49,2,32.98,1.6,0.42,2015
S24064900125,2015-02-16,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.77,84,568.68,84.0,22.19,2015
S28299700002,2015-10-06,4924,Abby Lea's,"2757, CHARLES CITY RD",NASHUA,50658,POINT (-92.547524 42.959023),19,Chickasaw,1081365,TROPICAL FRUIT SCHNAPPS,421,"Sazerac Co., Inc.",83907,Maui Blue Hawaiian Schnapps,12,1000,4.54,6.81,4,27.24,4.0,1.06,2015
S27723200002,2015-09-04,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,259,Heaven Hill Brands,2229,Christian Brothers Holiday Nog,12,750,4.46,6.69,36,240.84,27.0,7.13,2015
S24226600001,2015-02-25,3986,Siouxland Beverage,1203 5 ST,SIOUX CITY,51101,POINT (-96.394671 42.495324),97,Woodbury,1012300,IRISH WHISKIES,65,Jim Beam Brands,15739,2 Gingers,12,750,11.07,17.11,72,1231.92,54.0,14.27,2015
S29349800123,2015-11-30,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50,Jasper,1051140,PEACH BRANDIES,115,"Constellation Wine Company, Inc.",56194,Paul Masson Peach Grande Amber Brandy Mini,10,600,7.12,10.68,4,42.72,2.4,0.63,2015
S29815700120,2015-12-22,2585,Hy-Vee Wine and Spirits / Algona,1516 HIGHWAY 169 NORTH,ALGONA,50511,POINT (-94.236003 43.081288),55,Kossuth,1081400,TRIPLE SEC,65,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,2.33,3.5,4,14.0,4.0,1.06,2015
S29503700052,2015-12-08,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,POINT (-94.013374 41.336405),61,Madison,1701100,DECANTERS & SPECIALTY PACKAGES,130,Disaronno International LLC,249,Disaronno Amaretto Cavalli Mignon 3-50ml Pack,20,150,6.4,9.6,2,19.2,0.3,0.08,2015
S29697000001,2015-12-17,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,POINT (-92.337583 42.530476),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,4119,Pinnacle w/3-50mls,6,900,7.35,11.03,216,2382.48,194.4,51.36,2015
S29580400114,2015-12-14,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,264,1948.32,264.0,69.74,2015
S29668300006,2015-12-16,4062,H and A Mini Mart Corp,145 UNIVERSITY AVE,DES MOINES,50314,POINT (-93.61947 41.600419),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",2140,Hennessy VS 750ml + VSOP 50ml Chain VAP,6,800,18.99,28.49,24,683.76,19.2,5.07,2015
S29653200002,2015-12-15,9013,Iowa Distilling Company,4349 Cumming Ave.,Cumming,50061,POINT (-93.762456 41.483192),91,Warren,1101100,AMERICAN ALCOHOL,154,Iowa Distilling Company,77284,Rocket Fuel,12,750,6.45,9.68,36,348.48,27.0,7.13,2015
S29253600006,2015-11-23,4008,Sioux Valley Spirits,116 E MAIN ST,ANTHON,51004,POINT (-95.867335 42.388268),97,Woodbury,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,647,Kahlua w/Absolut 50ml & White Russian Glass,6,800,10.99,16.49,1,16.49,0.8,0.21,2015
S26337800006,2015-06-22,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57,Linn,1081400,TRIPLE SEC,434,Luxco-St Louis,86507,Paramount Triple Sec,12,1000,3.84,5.76,60,345.6,60.0,15.85,2015
S29139800013,2015-11-19,5144,Sam's Club 6979 / Ankeny,4625 SE DELAWARE AVE,ANKENY,50021,POINT (-93.581273 41.691),77,Polk,1012210,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",4356,Balvenie 12yr Doublewood Single Malt Scotch,12,750,34.59,51.89,157,8146.73,117.75,31.11,2015
S27858200031,2015-10-12,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,POINT (-91.403752 40.41538),56,Lee,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,874,The Glenlivet w/50ml 15YR & 18YR,6,850,22.48,33.72,6,202.32,5.1,1.35,2015
S28370600092,2015-10-12,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1081400,TRIPLE SEC,55,Sazerac North America,86390,Montezuma Triple Sec,12,1000,2.13,3.2,168,537.6,168.0,44.38,2015
S29232600015,2015-11-21,5140,A to Z Liquor,"114, S  2ND  ST",CHEROKEE,51012,POINT (-95.55132 42.749013),18,Cherokee,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",658,Grand Marnier w/50ml Raspberry Peach,6,800,23.31,34.97,2,69.94,1.6,0.42,2015
S27372300029,2015-08-17,4617,Lickety Liquor,2501 HUBBELL AVE,DES MOINES,50317,POINT (-93.570489 41.607817),77,Polk,1051140,PEACH BRANDIES,115,"Constellation Wine Company, Inc.",56194,Paul Masson Peach Grande Amber Brandy Mini,10,600,7.12,10.68,3,32.04,1.8,0.48,2015
S27942800024,2015-10-13,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808855 41.598515),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,874,The Glenlivet w/50ml 15YR & 18YR,6,850,22.48,33.72,12,404.64,10.2,2.69,2015
S25121700090,2015-04-16,5102,Wilkie Liquors,"724, 1st  ST  SE",MOUNT VERNON,52314,POINT (-91.410401 41.918328),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.77,84,568.68,84.0,22.19,2015
S26471700097,2015-06-29,3942,Twin Town Liquor,104 HIGHWAY 30 WEST,TOLEDO,52342,POINT (-92.579446 41.985985),86,Tama,1081380,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84171,99 Bananas,48,100,0.89,1.34,4,5.36,0.4,0.11,2015
S27575700070,2015-08-27,5102,Wilkie Liquors,"724, 1st  ST  SE",MOUNT VERNON,52314,POINT (-91.410401 41.918328),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,540,3985.2,540.0,142.65,2015
S24183000006,2015-02-23,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,POINT (-91.60978 41.976835),57,Linn,1012300,IRISH WHISKIES,65,Jim Beam Brands,15739,2 Gingers,12,750,11.07,17.11,120,2053.2,90.0,23.78,2015
S29524500025,2015-12-08,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,699,Woodford Reserve w/Glass,6,750,21.02,31.53,60,1891.8,45.0,11.89,2015
S29971700044,2015-12-30,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,POINT (-94.853591 42.064155),14,Carroll,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,108,797.04,108.0,28.53,2015
S28977400002,2015-11-10,3691,Target Store T-1791 / Urbandale,11148 PLUM DR,URBANDALE,50322,POINT (-93.769776 41.646972),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,874,The Glenlivet w/50ml 15YR & 18YR,6,850,22.48,33.72,36,1213.92,30.6,8.08,2015
S23543500024,2015-01-16,2670,Hy-Vee Food Store / Coralville,2004 8TH  ST,CORALVILLE,52241,POINT (-91.591868 41.682337000000004),52,Johnson,1062050,BARBADOS RUM,460,Shaw Ross International Importers LL,44266,British Navy Pusser's Rum,6,750,12.02,18.03,18,324.54,13.5,3.57,2015
S29750100060,2015-12-21,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31,Dubuque,1081700,DISTILLED SPIRITS SPECIALTY,55,Sazerac North America,76227,Montezuma Blue,12,1000,4.66,6.99,120,838.8,120.0,31.7,2015
S29186000085,2015-11-19,2663,Hy-Vee / Urbandale,8701 DOUGLAS,URBANDALE,50322,POINT (-93.739105 41.629364),77,Polk,1012210,SINGLE MALT SCOTCH,420,"Moet Hennessy USA, Inc.",464,Glenmorangie Pioneer Pack,6,2550,22.99,34.49,6,206.94,15.3,4.04,2015
S23565000032,2015-01-20,4576,THE BOONEDOCKS,228 N HWY 71,ARNOLDS PARK,51331,POINT (-95.125928 43.370941),30,Dickinson,1081340,ROOT BEER SCHNAPPS,380,Phillips Beverage Company,84617,Phillips Root Beer Schnapps,12,1000,5.5,8.25,4,33.0,4.0,1.06,2015
S28883700007,2015-11-05,2806,Osco #881 / Clinton,1307 N SECOND,CLINTON,52732,POINT (-90.184797 41.858932),23,Clinton,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,361,Bailey's Original Irish Cream w/4 Shot Glasses,6,750,13.25,19.88,18,357.84,13.5,3.57,2015
