invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,Year
INV-32171000030,2020-11-23,6069,Big 10 Mart #12 / Dubuque,405 Rhomberg,Dubuque,52001,POINT (-90.666094 42.51268600000001),31,DUBUQUE,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,7,21.0,0.35,0.09,2020
INV-30659700049,2020-09-30,2611,Hy-Vee Drugstore / Ottumwa,1140 North Jefferson St,Ottumwa,52501,POINT (-92.401538 41.026754000000004),90,WAPELLO,1901200,Special Order Items,055,SAZERAC NORTH AMERICA,984161,SOOH 99 Blackberries Mini,10,50,6.0,9.0,4,36.0,0.2,0.05,2020
INV-24994000020,2020-02-04,5666,Costco Wholesale #1325 / Davenport,2790 E 53rd St,Davenport,52807,POINT (-90.533235 41.574836),82,SCOTT,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5036,Glenlivet 12YR,12,750,24.48,36.72,24,881.28,18.0,4.75,2020
INV-30857300045,2020-10-08,4509,AJ'S LIQUOR II,2515 Chamberlain,Ames,50010,POINT (-93.650838 42.021461),85,STORY,1901200,Special Order Items,293,JINRO AMERICA INC,965221,SOOH Jinro Chamisul Soju,12,750,7.25,10.88,36,391.68,27.0,7.13,2020
INV-26815500013,2020-04-24,4133,Mccoy's 1447,1447  2nd St,Webster City,50595,POINT (-93.83997 42.469614),40,HAMILTON,1081100,Coffee Liqueurs,065,Jim Beam Brands,67557,Kamora Coffee Liqueur,12,1000,8.39,12.59,6,75.54,6.0,1.58,2020
INV-31259900004,2020-10-22,4677,Costco Wholesale #1111 / Coralville,2900 Heartland Dr,Coralville,52241,POINT (-91.61494100000002 41.698028),52,JOHNSON,1012300,Single Malt Scotch,125,CEDAR RIDGE VINEYARDS LL,26474,Cedar Ridge Quintessential American Single Malt,6,750,29.84,44.76,60,2685.6,45.0,11.88,2020
INV-31501500009,2020-10-29,6035,Bootlegging Barzinis,412 First Ave,Coralville,52241,POINT (-91.565517 41.672672),52,JOHNSON,1011600,Straight Rye Whiskies,255,Infinium Spirits,26858,Templeton 4YR Rye,12,375,9.99,14.99,3,44.97,1.12,0.29,2020
INV-30830500003,2020-10-07,5315,Brother's Market Wine and Spirits,110 South Main Street,Sigourney,52591,POINT (-92.20510500000002 41.333293),54,KEOKUK,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,12,36.0,0.6,0.15,2020
INV-30922800002,2020-10-12,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1901200,Special Order Items,305,Mhw LTD,901350,Smith And Cross Jamaica Rum,12,750,16.92,25.38,24,609.12,18.0,4.75,2020
INV-31484400129,2020-10-29,2548,Hy-Vee Food Store / Altoona,100 8th Street SW,Altoona,50009,POINT (-93.465301 41.644041),77,POLK,1091200,Neutral Grain Spirits,434,LUXCO INC,41844,Everclear 151,24,375,4.2,6.3,3,18.9,1.12,0.29,2020
INV-26802200001,2020-04-24,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Members Mark Vodka,6,1750,8.51,12.77,384,4903.68,672.0,177.52,2020
INV-26847800001,2020-04-27,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1031000,American Vodka,065,Jim Beam Brands,940570,Skinnygirl Bare Naked,12,750,10.49,15.74,60,944.4,45.0,11.88,2020
INV-31383000008,2020-10-27,2573,Hy-Vee Food Store / Muscatine,2400 2nd Ave,Muscatine,52761,POINT (-91.035138 41.451349),70,MUSCATINE,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,29.48,44.22,4,176.88,4.0,1.05,2020
INV-29205400001,2020-08-04,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702,POINT (-92.353103 42.456374),7,BLACK HAWK,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Members Mark Vodka,6,1750,8.51,12.77,384,4903.68,672.0,177.52,2020
INV-32271500001,2020-11-27,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Members Mark Vodka,6,1750,8.51,12.77,384,4903.68,672.0,177.52,2020
INV-31461700005,2020-10-28,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,12,36.0,0.6,0.15,2020
INV-30818200120,2020-10-06,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105,POINT (-96.364108 42.487752),97,WOODBURY,1091200,Neutral Grain Spirits,434,LUXCO INC,41844,Everclear 151,24,375,4.2,6.3,3,18.9,1.12,0.29,2020
INV-26889300001,2020-04-28,5113,"Ray's Supermarket, Inc.",1975 Franklin St,Waterloo,50703,POINT (-92.315215 42.495394),7,BLACK HAWK,1901200,Special Order Items,395,PROXIMO,987507,1800 Silver,24,200,4.67,7.01,24,168.24,4.8,1.26,2020
INV-31188100081,2020-10-20,3723,J D Spirits Liquor,1023  9th St,Onawa,51040,POINT (-96.095845 42.025841),67,MONONA,1091100,American Distilled Spirit Specialty,154,DUNKEL CORPORATION / Iowa Distilling,78115,Saints ''n Sinners Mini,8,50,8.38,12.57,2,25.14,0.1,0.02,2020
INV-29445400073,2020-08-13,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1012300,Single Malt Scotch,266,Edrington Group USA LLC,5744,Macallan 18YR,6,750,175.27,262.91,18,4732.38,13.5,3.56,2020
INV-31032400006,2020-10-14,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona,50511,POINT (-94.214064 43.082782),55,KOSSUTH,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,12,36.0,0.6,0.15,2020
INV-26863800001,2020-04-28,3814,Costco Wholesale #788 / WDM,7205 Mills Civic Pkwy,West Des Moines,50266,POINT (-93.805651 41.562369),25,Dallas,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5105,Glenmorangie Quinta Ruban,6,750,29.99,44.99,36,1619.64,27.0,7.13,2020
INV-31044700192,2020-10-15,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010,POINT (-93.618911 42.022854),85,STORY,1022300,Mezcal,305,Mhw LTD,87210,Banhez Mezcal,12,1000,20.5,30.75,2,61.5,2.0,0.52,2020
INV-31330300003,2020-10-26,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1011600,Straight Rye Whiskies,154,DUNKEL CORPORATION / Iowa Distilling,986515,Iowa Distilling Company Double Oak Rye,6,750,16.95,25.43,36,915.48,27.0,7.13,2020
INV-31439600003,2020-10-28,3626,Wal-Mart 2714 / Spencer,500  11th St,Spencer,51301,POINT (-95.152474 43.126816),21,CLAY,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,36,108.0,1.8,0.47,2020
INV-30679600001,2020-10-01,4677,Costco Wholesale #1111 / Coralville,2900 Heartland Dr,Coralville,52241,POINT (-91.61494100000002 41.698028),52,JOHNSON,1012300,Single Malt Scotch,035,BACARDI USA INC,529,Royal Brackla 12 Yr,6,750,36.0,54.0,36,1944.0,27.0,7.13,2020
INV-32308300034,2020-11-30,2200,Sac Liquor Store,619 E Main St,Sac City,50583,POINT (-94.974011 42.421341),81,SAC,1092100,Imported Distilled Spirit Specialty,055,SAZERAC NORTH AMERICA,76227,Montezuma Blue,12,1000,4.66,6.99,2,13.98,2.0,0.52,2020
INV-31451700130,2020-10-28,2642,Hy-Vee Wine and Spirits / Pella,512 E Oskaloosa,Pella,50219,POINT (-92.899277 41.396961000000005),63,MARION,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,29.48,44.22,2,88.44,2.0,0.52,2020
INV-30952700002,2020-10-12,5319,West Side Grocery,1802 W 7th St,Davenport,52802,POINT (-90.60134 41.526774),82,SCOTT,1901200,Special Order Items,293,JINRO AMERICA INC,965269,SOOH Jinro Chamisul Classic Soju,12,750,7.25,10.88,19,206.72,14.25,3.76,2020
INV-31203500001,2020-10-20,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702,POINT (-92.353103 42.456374),7,BLACK HAWK,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Members Mark Vodka,6,1750,8.51,12.77,384,4903.68,672.0,177.52,2020
INV-31412600066,2020-10-27,2594,Hy-Vee Food Store / Sioux City,4500 Sergeant Road,Sioux City,51106,POINT (-96.346969 42.447396),97,WOODBURY,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2020
INV-29604300001,2020-08-19,3524,Sam's Club 6568 / Ames,305 Airport Rd,Ames,50010,POINT (-93.613648 42.001123),85,STORY,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Members Mark Vodka,6,1750,8.51,12.77,384,4903.68,672.0,177.52,2020
INV-31498800157,2020-10-29,4988,Happy's Wine & Spirits,5925 University Ave,Cedar Falls,50613,POINT (-92.429331 42.512766),7,BLACK HAWK,1081500,Triple Sec,055,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,2.13,3.2,2,6.4,2.0,0.52,2020
INV-30688500004,2020-10-01,4988,Happy's Wine & Spirits,5925 University Ave,Cedar Falls,50613,POINT (-92.429331 42.512766),7,BLACK HAWK,1012300,Single Malt Scotch,389,REMY COINTREAU USA INC,994698,SOOH Bruichladdich Scottish Barley Classic,6,750,29.99,44.99,30,1349.7,22.5,5.94,2020
INV-32158800042,2020-11-23,4310,Fareway Stores #502 / Cherokee,205 West Bluff St,Cherokee,51012,POINT (-95.551866 42.75508),18,CHEROKEE,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2020
INV-29284400031,2020-08-06,3456,Quick Shop / Clear Lake,904 N 8th St,ClearLake,50428,POINT (-93.378772 43.142868),17,CERRO GORD,1062300,Aged Dark Rum,065,Jim Beam Brands,44487,Cruzan Dark,12,1000,8.4,12.6,4,50.4,4.0,1.05,2020
INV-31452200031,2020-10-28,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,12,36.0,0.6,0.15,2020
INV-32183400008,2020-11-24,2604,Hy-Vee Wine and Spirits / Le Mars,1201 12th Ave SW,Le Mars,51031,POINT (-96.18335000000002 42.778257),75,PLYMOUTH,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold DSS,12,1000,4.85,7.28,48,349.44,48.0,12.68,2020
INV-30785700011,2020-10-06,3814,Costco Wholesale #788 / WDM,7205 Mills Civic Pkwy,West Des Moines,50266,POINT (-93.806489 41.561342),25,Dallas,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5136,Glenmorangie 18YR,6,750,49.99,74.99,24,1799.76,18.0,4.75,2020
INV-26771300021,2020-04-23,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1062300,Aged Dark Rum,460,Shaw-Ross International,44266,British Navy Pussers Rum,6,750,12.02,18.03,18,324.54,13.5,3.56,2020
INV-31046500003,2020-10-15,6035,Bootlegging Barzinis,412 First Ave,Coralville,52241,POINT (-91.565517 41.672672),52,JOHNSON,1011300,Single Barrel Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18350,Four Roses Single Barrel,6,750,21.17,31.76,30,952.8,22.5,5.94,2020
INV-29340900003,2020-08-10,5533,Fareway Stores #183 / Fleur,4313 Fleur Dr,Des Moines,50321,POINT (-93.644925 41.545286),77,POLK,1011300,Single Barrel Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18350,Four Roses Single Barrel,6,750,21.17,31.76,24,762.24,18.0,4.75,2020
INV-29302900293,2020-08-07,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 Devils Glen Road,Bettendorf,52722,POINT (-90.483701 41.552338),82,SCOTT,1901200,Special Order Items,285,Charles Jacquin Et Cie,902291,SOOH Bartenders Bananas Over You,6,1750,9.31,13.97,3,41.91,5.25,1.38,2020
INV-29336600004,2020-08-07,4275,Fareway Stores #980 / Knoxville,1308 S Lincoln St,Knoxville,50138,POINT (-93.109473 41.308103),63,MARION,1062100,Gold Rum,055,SAZERAC NORTH AMERICA,46109,Calypso Gold Rum,6,1750,9.0,13.5,24,324.0,42.0,11.09,2020
INV-31525300022,2020-10-30,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601,POINT (-91.136655 40.814666),29,DES MOINES,1012300,Single Malt Scotch,420,MOET HENNESSY USA,1258,Glenmorangie Taster Pack,6,100,14.99,22.49,6,134.94,0.6,0.15,2020
INV-30680200094,2020-10-01,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240,POINT (-91.518868 41.676095),52,JOHNSON,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,12,36.0,0.6,0.15,2020
INV-26852000001,2020-04-27,2465,Sid's Beverage Shop,2727 Dodge St,Dubuque,52003,POINT (-90.705328 42.491862),31,DUBUQUE,1092100,Imported Distilled Spirit Specialty,055,SAZERAC NORTH AMERICA,76227,Montezuma Blue,12,1000,4.66,6.99,120,838.8,120.0,31.7,2020
INV-32182300052,2020-11-24,2651,Hy-Vee / Waverly,1311 4 Street SW,Waverly,50677,POINT (-92.475403 42.712263),9,BREMER,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2020
INV-24965300001,2020-02-03,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1082100,Imported Cordials & Liqueur,260,DIAGEO AMERICAS,68010,Baileys Strawberries & Cream Mini,4,50,25.25,37.88,4,151.52,0.2,0.05,2020
INV-26903700105,2020-04-29,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5038,Glenlivet 12YR,6,1750,44.97,67.46,24,1565.04,42.0,11.09,2020
INV-30744800002,2020-10-05,3664,Shade Tree Liquors,90 10th St S,Northwood,50459,POINT (-93.218339 43.443739),98,WORTH,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,12,36.0,0.6,0.15,2020
INV-31306000006,2020-10-23,3830,Wal-Mart 1435 / Creston,806 Laurel St,Creston,50801,POINT (-94.372786 41.047714),88,UNION,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,36,108.0,1.8,0.47,2020
INV-32145700106,2020-11-23,2561,Hy-Vee Food Store / Fleur / DSM,4605 Fleur Drive,Des Moines,50321,POINT (-93.64494300000001 41.542748),77,POLK,1091200,Neutral Grain Spirits,154,DUNKEL CORPORATION / Iowa Distilling,77284,Rocket Fuel,12,750,6.65,9.98,24,239.52,18.0,4.75,2020
INV-24446900126,2020-01-09,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold DSS,12,1000,4.85,7.28,660,4804.8,660.0,174.35,2020
INV-25479200068,2020-02-26,2191,Keokuk Spirits,1013 Main,Keokuk,52632,POINT (-91.387797 40.400038),56,LEE,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.98,43.47,2,86.94,2.0,0.52,2020
INV-25598900001,2020-03-03,3447,Sam's Club 6432 / Sioux City,4201 S. York St.,Sioux City,51106,POINT (-96.37082 42.43407),97,WOODBURY,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Members Mark Vodka,6,1750,8.51,12.77,384,4903.68,672.0,177.52,2020
INV-30677900027,2020-10-01,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263,POINT (-93.854477 41.615059),25,DALLAS,1700000,Temporary &  Specialty Packages,260,DIAGEO AMERICAS,68009,Baileys Apple Pie,12,750,16.49,24.74,65,1608.1,48.75,12.87,2020
INV-26715600013,2020-04-21,2651,Hy-Vee / Waverly,1311 4 Street SW,Waverly,50677,POINT (-92.475403 42.712263),9,BREMER,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,29.48,44.22,2,86.94,2.0,0.52,2020
INV-31189000001,2020-10-20,3447,Sam's Club 6432 / Sioux City,4201 S. York St.,Sioux City,51106,POINT (-96.37082 42.43407),97,WOODBURY,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Members Mark Vodka,6,1750,8.51,12.77,384,4903.68,672.0,177.52,2020
INV-28591800014,2020-07-09,5536,The Filling Station / Ames,2400 University Blvd,Ames,50010,POINT (-93.639358 42.000718),85,STORY,1012300,Single Malt Scotch,420,MOET HENNESSY USA,1258,Glenmorangie Taster Pack,6,100,14.99,22.49,1,22.49,0.1,0.02,2020
INV-30830500008,2020-10-07,5315,Brother's Market Wine and Spirits,110 South Main Street,Sigourney,52591,POINT (-92.20510500000002 41.333293),54,KEOKUK,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,100855,Maker''s Mark Generations Tri-Pack,3,375,42.0,63.0,1,63.0,0.37,0.09,2020
INV-26664800003,2020-04-20,5873,West D Liquors,5014 EP True Pkwy,West Des Moines,50265,POINT (-93.772974 41.572144),77,POLK,1901200,Special Order Items,055,SAZERAC NORTH AMERICA,973627,SOOH Di Amore Quattro Orange,12,1000,9.75,14.63,2,29.26,2.0,0.52,2020
INV-29426400002,2020-08-12,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft,50517,POINT (-94.218 43.29355),55,KOSSUTH,1081100,Coffee Liqueurs,421,SAZERAC COMPANY  INC,967447,Dr McGillicuddys Coffee,12,750,8.66,12.99,24,311.76,18.0,4.75,2020
INV-30747800006,2020-10-05,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE Army Post Rd,Des Moines,50315,POINT (-93.602372 41.526289),77,POLK,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,12,36.0,0.6,0.15,2020
INV-31325500005,2020-10-23,5077,Wal-Mart 3150 / Council Bluffs,1800 N 16th St,Council Bluffs,51501,POINT (-95.867459 41.27737),78,POTTAWATTA,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,36,108.0,1.8,0.47,2020
INV-32329500007,2020-11-30,2721,Hy-Vee C-Store #3 / Dubuque,300 S Locust,Dubuque,52003,POINT (-90.664025 42.487094),31,DUBUQUE,1700000,Temporary &  Specialty Packages,065,Jim Beam Brands,430,Jim Beam 50ml Holiday 4pk,12,50,2.0,3.0,12,36.0,0.6,0.15,2020
INV-31163700027,2020-10-20,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263,POINT (-93.854477 41.615059),25,DALLAS,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,4,32.52,4.0,1.05,2020
INV-29338500002,2020-08-10,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1011300,Single Barrel Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18350,Four Roses Single Barrel,6,750,21.17,31.76,30,952.8,22.5,5.94,2020
INV-26929500015,2020-04-30,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240,POINT (-91.518868 41.676095),52,JOHNSON,1091200,Neutral Grain Spirits,154,DUNKEL CORPORATION / Iowa Distilling,77284,Rocket Fuel,12,750,6.65,9.98,36,359.28,27.0,7.13,2020
INV-32151600046,2020-11-23,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1081500,Triple Sec,055,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,2.13,3.2,48,153.6,48.0,12.68,2020
INV-28897900066,2020-07-22,3420,Sam's Club 6344 / Windsor Heights,1101  73rd St,Windsor Heights,50311,POINT (-93.718027 41.599172),77,Polk,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold DSS,12,1000,4.85,7.28,768,5591.04,768.0,202.88,2020
INV-30787000009,2020-10-06,2663,Hy-Vee Food Store / Urbandale,8701 Douglas,Urbandale,50322,POINT (-93.739105 41.629364),77,POLK,1062300,Aged Dark Rum,035,BACARDI USA INC,43109,Bacardi Black,12,750,8.25,12.38,60,742.8,45.0,11.88,2020
INV-27147400002,2020-05-11,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240,POINT (-91.53046300000001 41.642764),52,JOHNSON,1901200,Special Order Items,978,W J Deutsch & Sons LTD,942396,Plantation Rhum 3 Stars,6,750,11.0,16.5,18,297.0,13.5,3.56,2020
INV-27218400002,2020-05-13,3524,Sam's Club 6568 / Ames,305 Airport Rd,Ames,50010,POINT (-93.613648 42.001123),85,STORY,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Members Mark Vodka,6,1750,8.51,12.77,384,4903.68,672.0,177.52,2020
INV-24598600057,2020-01-16,3973,MMDG SPIRITS / Ames,126A Welch Ave,Ames,50014,POINT (-93.650131 42.021789),85,STORY,1081500,Triple Sec,055,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,2.13,3.2,4,12.8,4.0,1.05,2020
INV-27710000001,2020-06-04,4509,AJ'S LIQUOR II,2515 Chamberlain,Ames,50010,POINT (-93.650838 42.021461),85,STORY,1901200,Special Order Items,293,JINRO AMERICA INC,965269,Jinro Chamisul Classic Soju,12,750,7.25,10.88,60,652.8,45.0,11.88,2020
INV-31622700005,2020-11-03,2538,Hy-Vee Food Store #3 / Waterloo,1422 Flammang Dr,Waterloo,50702,POINT (-92.327917 42.459938),7,BLACK HAWK,1700000,Temporary &  Specialty Packages,395,PROXIMO,100978,Bushmills Whiskey 750ml w/ Irish Coffee Glass,6,750,13.99,20.99,90,1889.1,67.5,17.83,2020
INV-28568900047,2020-07-08,6013,Mill Street Liquor / Lake Mills,107 N Mill St,Lake Mills,50450,POINT (-93.535032 43.419668),95,WINNEBAGO,1091200,Neutral Grain Spirits,434,LUXCO INC,41844,Everclear 151,24,375,4.2,6.3,3,18.9,1.12,0.29,2020
