invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,Year
INV-17074600025,2019-01-23,5080,C's Liquor Store,719 2nd Ave W,Spencer,51301,POINT (-95.147741 43.14521),21,CLAY,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,300,8.75,13.13,1,13.13,0.3,0.07,2019
INV-17539500127,2019-02-13,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5153,Glenlivet Founders Reserve,12,750,20.98,31.47,60,1888.2,45.0,11.88,2019
INV-17705500005,2019-02-21,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1012300,Single Malt Scotch,240,William Grant & Sons Inc,4374,Balvenie 15yr Sherry Cask,6,750,60.0,90.0,18,1620.0,13.5,3.56,2019
INV-23153700138,2019-11-11,2616,Hy-Vee Food and Drug / Clinton,901 South 4th St,Clinton,52732,POINT (-90.193204 41.836268000000004),23,CLINTON,1091100,American Distilled Spirit Specialty,055,SAZERAC NORTH AMERICA,62920,Mr Boston Holiday Nog,12,750,3.64,5.46,24,131.04,18.0,4.75,2019
INV-20963900037,2019-07-31,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536,POINT (-94.678807 43.10937),74,PALO ALTO,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2019
INV-20513100141,2019-07-09,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1062300,Aged Dark Rum,421,SAZERAC COMPANY  INC,42167,Myers's Rum Original Dark,12,1000,13.0,19.5,4,78.0,4.0,1.05,2019
INV-23292900074,2019-11-18,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1011600,Straight Rye Whiskies,260,DIAGEO AMERICAS,27025,Bulleit 95 Rye,12,750,16.5,24.75,24,594.0,18.0,4.75,2019
INV-17255100141,2019-01-30,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105,POINT (-96.364108 42.487752),97,WOODBURY,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.85,7.28,2,14.56,2.0,0.52,2019
INV-17217500157,2019-01-29,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001,POINT (-90.666497 42.49721900000001),31,DUBUQUE,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,4,23.04,4.0,1.05,2019
INV-22985000001,2019-11-01,3833,Wal-Mart 3394 / Atlantic,1905 East 7th St,Atlantic,50022,POINT (-94.98571 41.403853),15,CASS,1700000,Temporary &  Specialty Packages,260,DIAGEO AMERICAS,910807,Crown Royal Regal Apple w/ shot glass,12,750,15.59,23.39,36,842.04,27.0,7.13,2019
INV-23235300002,2019-11-14,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010,POINT (-93.618911 42.022854),85,STORY,1901200,Special Order Items,266,Edrington Group USA LLC,902069,Brugal Anejo Rum,12,750,10.02,15.03,24,360.72,18.0,4.75,2019
INV-17438300067,2019-02-08,3443,Super Saver Iv,1141 N Broadway,Council Bluffs,51503,POINT (-95.836515 41.270824),78,POTTAWATTA,1081100,Coffee Liqueurs,421,SAZERAC COMPANY  INC,67586,Kapali Coffee Liqueur,12,750,5.72,8.58,24,158.16,18.0,4.75,2019
INV-23405500027,2019-11-22,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5103,Glenmorangie Lasanta,6,750,24.99,37.49,24,899.76,18.0,4.75,2019
INV-17145000061,2019-01-25,2672,Hy-Vee / Winterset,923 N  1st St,Winterset,50273,POINT (-94.013482 41.342665),61,MADISON,1062300,Aged Dark Rum,380,Phillips Beverage,43685,Cross Keys Rum Mini,12,500,5.9,8.85,12,106.2,6.0,1.58,2019
INV-23139600003,2019-11-11,2561,Hy-Vee Food Store / Fleur / DSM,4605 Fleur Drive,Des Moines,50321,POINT (-93.64494300000001 41.542748),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5133,Glenmorangie 10YR,6,750,19.99,29.99,120,3598.8,90.0,23.77,2019
INV-23209300002,2019-11-13,9039,Foundry Distilling Company,111 South 11th St. Ste 100,West Des Moines,50265,POINT (-93.71798 41.568546),77,POLK,1011800,Iowa Distillery Whiskies,566,"Foundry Distilling Company, LLC",926684,Foundry Whiskey Custom,6,750,7.93,11.9,180,2142.0,135.0,35.66,2019
INV-23312500003,2019-11-19,2663,Hy-Vee Food Store / Urbandale,8701 Douglas,Urbandale,50322,POINT (-93.739105 41.629364),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5103,Glenmorangie Lasanta,6,750,24.99,37.49,18,674.82,13.5,3.56,2019
INV-16840300152,2019-01-09,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105,POINT (-96.364108 42.487752),97,WOODBURY,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.85,7.28,2,14.56,2.0,0.52,2019
INV-16940300104,2019-01-15,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001,POINT (-90.666497 42.49721900000001),31,DUBUQUE,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,4,23.04,4.0,1.05,2019
INV-20485000040,2019-07-08,4070,Grieder Beverage Depot,708  13th St,Belle Plaine,52208,POINT (-92.278 41.897054),6,BENTON,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2019
INV-17316600011,2019-02-04,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1081500,Triple Sec,421,SAZERAC COMPANY  INC,86637,Tortilla Triple Sec,12,1000,3.01,4.52,60,271.2,60.0,15.85,2019
INV-23454300011,2019-11-25,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1901200,Special Order Items,259,Heaven Hill Brands,917951,Evan Williams Black Label Mini,12,500,6.42,9.63,36,346.68,18.0,4.75,2019
INV-17478100012,2019-02-11,4267,Main Street Market Of Anita,735 Main St,Anita,50020,POINT (-94.765365 41.444887),15,CASS,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2019
INV-20824300042,2019-07-24,4673,Sonny's Super Market / West Point,327 5th St,West Point,52656,POINT (-91.452491 40.717867),56,LEE,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.98,43.47,2,86.94,2.0,0.52,2019
INV-23080800065,2019-11-07,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1011700,Corn Whiskies,566,"Foundry Distilling Company, LLC",26613,Foundry Corn Whiskey,6,750,40.0,60.0,18,1080.0,13.5,3.56,2019
INV-23385600002,2019-11-21,9041,S&B Farmstead Distillery,212 E Ramsey St.,Bancroft,50517,POINT (-94.215446 43.292947),55,KOSSUTH,1091100,American Distilled Spirit Specialty,578,S&B Farmstead Distillery,77054,Private First Class,12,750,12.96,19.44,24,466.56,18.0,4.75,2019
INV-23555500001,2019-11-29,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE Army Post Rd,Des Moines,50315,POINT (-93.602372 41.526289),77,POLK,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,50,8.75,13.13,16,210.08,0.8,0.21,2019
INV-20551800021,2019-07-11,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240,POINT (-91.518868 41.676095),52,JOHNSON,1011600,Straight Rye Whiskies,260,DIAGEO AMERICAS,27025,Bulleit 95 Rye,12,750,16.5,24.75,60,1440.0,45.0,11.88,2019
INV-23056900001,2019-11-06,2285,John's Grocery,401 East Market St,Iowa City,52240,POINT (-91.529854 41.663541),52,JOHNSON,1901200,Special Order Items,297,Laird & Company,902602,Laird's Applejack,12,750,10.67,16.01,24,384.24,18.0,4.75,2019
INV-23219000037,2019-11-13,4069,Fareway Stores #648 / Ottumwa,1325 Albia Rd,Ottumwa,52501,POINT (-92.440213 41.00934),90,WAPELLO,1012300,Single Malt Scotch,420,MOET HENNESSY USA,464,Glenmorangie Pioneer Pack,6,850,19.99,29.99,6,179.94,5.1,1.34,2019
INV-23362400017,2019-11-20,2642,Hy-Vee Wine and Spirits / Pella,512 E Oskaloosa,Pella,50219,POINT (-92.899277 41.396961000000005),63,MARION,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5133,Glenmorangie 10YR,6,750,19.99,29.99,18,539.82,13.5,3.56,2019
INV-17021800021,2019-01-18,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205,POINT (-91.29083400000002 42.108203),53,JONES,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,300,8.75,13.13,2,26.26,0.6,0.15,2019
INV-20748300026,2019-07-22,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1011600,Straight Rye Whiskies,255,Infinium Spirits,27175,Templeton 4YR Rye,6,1000,21.0,31.5,6,189.0,6.0,1.58,2019
INV-20310800100,2019-07-01,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404,POINT (-91.658577 41.955859),57,LINN,1062300,Aged Dark Rum,421,SAZERAC COMPANY  INC,42167,Myers's Rum Original Dark,12,1000,13.0,19.5,2,39.0,2.0,0.52,2019
INV-17032900050,2019-01-18,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1092100,Imported Distilled Spirit Specialty,370,PERNOD RICARD USA,48699,Martell VSSD,12,375,10.49,15.74,1,14.99,0.37,0.09,2019
INV-23225800008,2019-11-13,4866,Tobacco Hut #18 / Council Bluffs,429 Veterans Memorial,Council Bluffs,51501,POINT (-95.851844 41.219624),78,POTTAWATTA,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,50,8.75,13.13,2,26.26,0.1,0.02,2019
INV-23325700030,2019-11-19,4891,Schottsy's Liquor,109 5th St,Sibley,51249,POINT (-95.759943 43.403935),72,OSCEOLA,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2019
INV-17803800080,2019-02-27,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.85,7.28,6,43.68,6.0,1.58,2019
INV-17732800035,2019-02-22,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee,6,1750,24.99,37.49,24,899.76,42.0,11.09,2019
INV-23309900023,2019-11-18,2662,Hy-Vee Wine & Spirits / Muscatine,"522 Mulberry, Suite A",Muscatine,52761,POINT (-91.04437 41.426615),70,MUSCATINE,1011600,Straight Rye Whiskies,255,Infinium Spirits,27175,Templeton 4YR Rye,6,1000,21.0,31.5,6,189.0,6.0,1.58,2019
INV-17681100022,2019-02-20,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1011600,Straight Rye Whiskies,260,DIAGEO AMERICAS,27026,Bulleit 95 Rye,12,1000,19.99,29.99,2,59.98,2.0,0.52,2019
INV-18259500108,2019-03-20,3820,"Charlie's Wine and Spirits,",507 W 19th St,Sioux City,51103,POINT (-96.420193 42.510535),97,WOODBURY,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2019
INV-17121700051,2019-01-24,2627,Hy-Vee Wine & Spirits #1 / MLK,3330 Martin Luther King Jr Pkwy,Des Moines,50310,POINT (-93.65078800000002 41.625924),77,POLK,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.85,7.28,6,43.68,6.0,1.58,2019
INV-17116600034,2019-01-24,5251,Northside Liquor,"1303, North Federal",Mason City,50401,POINT (-93.201061 43.163663),17,CERRO GORD,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2019
INV-23090700006,2019-11-07,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312,POINT (-93.664182 41.586319),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5104,Glenmorangie Nectar D'or,6,750,34.99,52.49,18,944.82,13.5,3.56,2019
INV-20833400133,2019-07-25,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1092100,Imported Distilled Spirit Specialty,035,BACARDI USA INC,42599,Leblon Cachaca,6,750,18.34,27.51,24,660.24,18.0,4.75,2019
INV-23330900035,2019-11-19,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1011600,Straight Rye Whiskies,255,Infinium Spirits,27175,Templeton 4YR Rye,6,1000,21.0,31.5,2,63.0,2.0,0.52,2019
INV-20671500026,2019-07-17,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1011600,Straight Rye Whiskies,255,Infinium Spirits,27175,Templeton 4YR Rye,6,1000,21.0,31.5,6,189.0,6.0,1.58,2019
INV-23235300005,2019-11-14,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010,POINT (-93.618911 42.022854),85,STORY,1901200,Special Order Items,259,Heaven Hill Brands,903203,Henry Mckenna Ky Str Bourbon Sour Mash,12,750,7.42,11.13,24,267.12,18.0,4.75,2019
INV-23759600013,2019-12-09,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1011600,Straight Rye Whiskies,255,Infinium Spirits,27175,Templeton 4YR Rye,6,1000,21.0,31.5,6,189.0,6.0,1.58,2019
INV-19393700007,2019-05-15,5311,The Liquor Store,132 N. Main,Paullina,51046,POINT (-95.687686 42.979946),71,OBRIEN,1081500,Triple Sec,421,SAZERAC COMPANY  INC,86637,Tortilla Triple Sec,12,1000,3.01,4.52,4,18.08,4.0,1.05,2019
INV-24187600112,2019-12-27,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold DSS,12,1000,4.85,7.28,768,5591.04,768.0,202.88,2019
INV-23300600071,2019-11-18,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1092100,Imported Distilled Spirit Specialty,055,SAZERAC NORTH AMERICA,76227,Montezuma Blue,12,1000,4.66,6.99,2,13.98,2.0,0.52,2019
INV-23386900059,2019-11-21,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1081500,Triple Sec,055,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,2.13,3.2,60,192.0,60.0,15.85,2019
INV-18412700099,2019-03-28,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1062300,Aged Dark Rum,421,SAZERAC COMPANY  INC,42167,Myers's Rum Original Dark,12,1000,13.0,19.5,2,39.0,2.0,0.52,2019
INV-20602600004,2019-07-15,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,48,276.48,48.0,12.68,2019
INV-20405500005,2019-07-04,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1901200,Special Order Items,370,PERNOD RICARD USA,902323,Martell VSOP,12,750,19.99,29.99,24,719.76,18.0,4.75,2019
INV-23656600002,2019-12-04,9041,S&B Farmstead Distillery,212 E Ramsey St.,Bancroft,50517,POINT (-94.215446 43.292947),55,KOSSUTH,1091100,American Distilled Spirit Specialty,578,S&B Farmstead Distillery,77054,Private First Class,12,750,12.96,19.44,60,1166.4,45.0,11.88,2019
INV-18139600075,2019-03-14,2582,Hy-Vee #2 Food Store / Mason City,551 S Illinois Ave,Mason City,50401,POINT (-93.17114 43.14623),17,CERRO GORD,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,300,8.75,13.13,1,13.13,0.3,0.07,2019
INV-23181000148,2019-11-12,2651,Hy-Vee / Waverly,1311 4 Street SW,Waverly,50677,POINT (-92.475403 42.712263),9,BREMER,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,50,8.75,13.13,2,26.26,0.1,0.02,2019
INV-23215400041,2019-11-13,4592,Dyno's #29 / Emmetsburg,"2401, Main",Emmetsburg,50536,POINT (-94.681939 43.111913),74,PALO ALTO,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67522,Kahlua Coffee Mini,12,50,6.6,9.9,2,19.8,0.1,0.02,2019
INV-23395200002,2019-11-21,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1901200,Special Order Items,240,William Grant & Sons Inc,902075,Flor de Cana Anejo Oro 4YR,12,750,10.03,15.05,24,361.2,18.0,4.75,2019
INV-23506700003,2019-11-26,5423,Stammer Liquor Corp,615 2nd Ave,Sheldon,51201,POINT (-95.854899 43.184242),71,OBRIEN,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2019
INV-22961800001,2019-11-01,3562,Wal-Mart 0797 / W Burlington,324 West Agency Rd,West Burlington,52655,POINT (-91.158407 40.813125),29,DES MOINES,1700000,Temporary &  Specialty Packages,260,DIAGEO AMERICAS,910807,Crown Royal Regal Apple w/ shot glass,12,750,15.59,23.39,24,561.36,18.0,4.75,2019
INV-23062400008,2019-11-06,2685,Hy-Vee -Garner,255 West US HWY 18,Garner,50438,POINT (-93.598203 43.105778),41,HANCOCK,1062300,Aged Dark Rum,380,Phillips Beverage,43686,Cross Keys Rum,12,750,10.07,15.11,24,362.64,18.0,4.75,2019
INV-17445800024,2019-02-11,5522,Casey's General Store #3653 / Greene,209 W South St,Greene,50636,POINT (-92.812326 42.890772),12,BUTLER,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,300,8.75,13.13,1,13.13,0.3,0.07,2019
INV-23563500029,2019-11-29,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519187 41.598109),77,Polk,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,50,8.75,13.13,16,210.08,0.8,0.21,2019
INV-23593000002,2019-12-02,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,120,691.2,120.0,31.7,2019
INV-23887200035,2019-12-13,4107,Fareway Stores #384 / Boone,1711 Hawkeye Dr,Boone,50036,POINT (-93.867439 42.037347),8,BOONE,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.98,43.47,2,86.94,2.0,0.52,2019
INV-19193900069,2019-05-07,3943,Good and Quick Co,519 Lincolnway,Nevada,50201,POINT (-93.464816 42.022781),85,STORY,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.98,43.47,2,86.94,2.0,0.52,2019
INV-23235500168,2019-11-14,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010,POINT (-93.618911 42.022854),85,STORY,1091200,Neutral Grain Spirits,434,LUXCO INC,41848,Everclear Alcohol,6,1750,17.13,25.7,3,77.1,5.25,1.38,2019
INV-17810100070,2019-02-27,5167,New Star Liquor & Tobacco  / Ft Dodg,1724 5th  Ave S,Fort Dodge,50501,POINT (-94.173816 42.501131),94,WEBSTER,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,300,8.75,13.13,1,13.13,0.3,0.07,2019
INV-23362400086,2019-11-20,2642,Hy-Vee Wine and Spirits / Pella,512 E Oskaloosa,Pella,50219,POINT (-92.899277 41.396961000000005),63,MARION,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67522,Kahlua Coffee Mini,12,50,6.6,9.9,2,19.8,0.1,0.02,2019
INV-19184400006,2019-05-06,5726,Ehlinger's Vinton Express,310 K Avenue South,Vinton,52349,POINT (-92.037532 42.168297),6,BENTON,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,300,8.75,13.13,2,26.26,0.6,0.15,2019
INV-20638500003,2019-07-16,4285,Fareway Stores #922 / New Hampton,102 S Water Ave,New Hampton,50659,POINT (-92.312904 43.058019),19,CHICKASAW,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,6,48.78,6.0,1.58,2019
INV-17227400060,2019-01-29,5326,Als Liquor,215 W. Milwaukee Ave,Storm Lake,50588,POINT (-95.202405 42.647492),11,BUENA VIST,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.98,43.47,2,85.44,2.0,0.52,2019
