invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,Year
INV-05934500033,2017-07-06,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,240,1382.4,240.0,63.4,2017
INV-08760100001,2017-11-20,9001,Cedar Ridge Vineyards,1441 Marak Rd NW,Swisher,52338,POINT (-91.67737 41.8321),52,JOHNSON,1012300,Single Malt Scotch,125,CEDAR RIDGE VINEYARDS LL,27357,Cedar Ridge Single Malt Single Barrel Select,6,750,27.5,41.25,108,4455.0,81.0,21.4,2017
INV-06115600002,2017-07-17,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1901200,Special Order Items,370,PERNOD RICARD USA,903293,Soho Lychee,6,750,9.99,14.99,30,449.7,22.5,5.94,2017
INV-08940800003,2017-11-30,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312,POINT (-93.664182 41.586319),77,POLK,1901200,Special Order Items,293,JINRO AMERICA INC,965269,Jinro Chamisul Classic Soju,12,750,7.25,10.88,36,391.68,27.0,7.13,2017
INV-02765500002,2017-01-18,4669,Vom Fass / Des Moines,"833, 42nd St",Des Moines,50312,POINT (-93.674384 41.59343100000001),77,POLK,1011300,Single Barrel Bourbon Whiskies,885,YAHARA BAY DISTILLERS INC,989835,YB Bourbon 50ml Tripple,6,300,4.68,7.02,1,42.09,0.3,0.08,2017
INV-08342200077,2017-10-31,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1081500,Triple Sec,055,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,2.13,3.2,11,38.4,11.0,2.9,2017
INV-05768300086,2017-06-28,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,78,2924.22,136.5,36.06,2017
INV-05813300165,2017-06-29,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,60,442.8,60.0,15.85,2017
INV-09159600026,2017-12-12,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1081500,Triple Sec,055,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,2.13,3.2,192,614.4,192.0,50.72,2017
INV-08679800045,2017-11-15,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1092100,Imported Distilled Spirit Specialty,277,STOLI GROUP,66981,Stolichnaya Crushed Ruby Red Grapefruit Mini,10,50,5.88,8.82,2,17.64,0.1,0.03,2017
INV-06531900053,2017-08-08,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1081500,Triple Sec,055,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,2.13,3.2,132,422.4,132.0,34.87,2017
INV-09393700007,2017-12-21,3814,Costco Wholesale #788,7205 Mills Civic Pkwy,West Des Moines,50266,POINT (-93.806489 41.561342),25,Dallas,1012300,Single Malt Scotch,240,William Grant & Sons Inc,4356,Balvenie 12yr Doublewood Single Malt Scotch,12,750,31.42,47.13,96,4981.44,72.0,19.02,2017
INV-02558000040,2017-01-05,2579,Hy-Vee Food Store / Grinnell,320 West Street South,Grinnell,50112,POINT (-92.727343 41.7283),79,POWESHIEK,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,4,23.04,4.0,1.06,2017
INV-08937600001,2017-11-30,2592,Hy-Vee Drugstore / Marshalltown,1712 S Center  St,Marshalltown,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1901200,Special Order Items,055,SAZERAC NORTH AMERICA,967706,Sabroso,12,750,4.68,7.02,36,252.72,27.0,7.13,2017
INV-09529300001,2017-12-29,9002,Mississippi River Distillery,303 N Cody Rd,Leclaire,52753,POINT (-90.34359400000001 41.599733),82,Scott,1011600,Straight Rye Whiskies,306,MISSISSIPPI RIVER DISTIL,27027,Cody Road Rye,6,750,19.17,28.76,36,1035.36,27.0,7.13,2017
INV-06334700058,2017-07-27,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312,POINT (-93.664182 41.586319),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,464,Glenmorangie Pioneer Pack,6,850,23.49,35.24,6,211.44,5.1,1.35,2017
INV-06034300056,2017-07-12,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010,POINT (-93.618911 42.022854),85,STORY,1012300,Single Malt Scotch,420,MOET HENNESSY USA,464,Glenmorangie Pioneer Pack,6,850,23.49,35.24,2,70.48,1.7,0.45,2017
INV-08926900031,2017-11-30,4669,Vom Fass / Des Moines,"833, 42nd St",Des Moines,50312,POINT (-93.674384 41.59343100000001),77,POLK,1901200,Special Order Items,885,YAHARA BAY DISTILLERS INC,901029,Absinthe Verde,6,50,4.7,7.05,6,42.3,0.3,0.08,2017
INV-08853400111,2017-11-27,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501,POINT (-95.879662 41.261925),78,POTTAWATTA,1092100,Imported Distilled Spirit Specialty,055,SAZERAC NORTH AMERICA,76227,Montezuma Blue,12,1000,4.66,6.99,4,27.96,4.0,1.06,2017
INV-03100900036,2017-02-06,2191,Keokuk Spirits,1013 Main,Keokuk,52632,POINT (-91.387797 40.400038),56,LEE,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,84,619.92,84.0,22.19,2017
INV-08361200099,2017-10-31,2564,Hy-Vee Food Store #4 / Waterloo,4000 University,Waterloo,50701,POINT (-92.403843 42.505197),7,BLACK HAWK,1070000,Cocktails / RTD,421,SAZERAC COMPANY  INC,59037,Desert Island Long Island Ice Tea Cocktail,12,1000,4.36,6.54,2,6.04,2.0,0.52,2017
INV-06490600026,2017-08-04,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.51,6.77,768,5199.36,768.0,202.88,2017
INV-09264100014,2017-12-15,3056,Clarion Super Valu Ii,325 Central Ave W,Clarion,50525,POINT (-93.735875 42.731643),99,WRIGHT,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,4,23.04,4.0,1.06,2017
INV-03930400001,2017-03-22,9013,Iowa Distilling Company,4349 Cumming Ave.,Cumming,50061,POINT (-93.762456 41.483192),91,WARREN,1011600,Straight Rye Whiskies,154,DUNKEL CORPORATION,927135,Caribbean Cask Rye Whiskey,6,750,3.75,5.63,36,202.68,27.0,7.13,2017
INV-09015100085,2017-12-05,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1081500,Triple Sec,055,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,2.13,3.2,252,806.4,252.0,66.57,2017
INV-09165000002,2017-12-12,4677,Costco Wholesale #1111 / Coralville,2900 Heartland Dr,Coralville,52241,POINT (-91.61494100000002 41.698028),52,JOHNSON,1032000,Imported Vodka,217,MISA Imports Inc,987514,Kirkland Signature French Vodka,6,1750,14.48,21.72,1152,25021.44,2016.0,532.57,2017
INV-05934500066,2017-07-06,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,480,3542.4,480.0,126.8,2017
INV-08779700002,2017-11-21,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Member's Mark Vodka,6,1750,8.51,12.77,360,4597.2,630.0,166.43,2017
INV-06590700003,2017-08-10,5334,Mill St Liquor,107 N Mill St,Lake Mills,50450,POINT (-93.535032 43.419668),95,WINNEBAGO,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.48,42.72,5,213.6,5.0,1.32,2017
INV-08702800100,2017-11-16,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.51,6.77,60,406.2,60.0,15.85,2017
INV-09167100018,2017-12-12,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.48,42.72,4,170.88,4.0,1.06,2017
INV-06045500004,2017-07-12,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,48,354.24,48.0,12.68,2017
INV-06068900154,2017-07-13,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,48,354.24,48.0,12.68,2017
INV-06242900066,2017-07-24,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,48,354.24,48.0,12.68,2017
INV-02815900091,2017-01-19,2648,Hy-Vee #4 / Wdm,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,464,Glenmorangie Pioneer Pack,6,850,23.49,35.24,6,206.94,5.1,1.35,2017
INV-02857400002,2017-01-23,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1901200,Special Order Items,978,W J Deutsch & Sons LTD,903880,Luksusowa Potato Vodka,12,750,7.46,11.19,120,1342.8,90.0,23.78,2017
INV-06437000002,2017-08-02,9002,Mississippi River Distillery,303 N Cody Rd,Leclaire,52753,POINT (-90.34359400000001 41.599733),82,Scott,1011600,Straight Rye Whiskies,306,MISSISSIPPI RIVER DISTIL,27027,Cody Road Rye,6,750,19.17,28.76,30,862.8,22.5,5.94,2017
INV-06200100078,2017-07-20,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.51,6.77,96,649.92,96.0,25.36,2017
INV-09523400004,2017-12-28,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1901200,Special Order Items,420,MOET HENNESSY USA,904647,Belvedere Citrus,6,750,17.15,25.73,18,463.14,13.5,3.57,2017
INV-09434600190,2017-12-22,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,4,23.04,4.0,1.06,2017
INV-03315800194,2017-02-16,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.51,6.77,84,568.68,84.0,22.19,2017
INV-06806000003,2017-08-22,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1901200,Special Order Items,421,SAZERAC COMPANY  INC,903973,Ancient Ancient Age 10 Star Bourbon,6,1750,13.15,19.73,60,1183.4,105.0,27.74,2017
INV-04213000076,2017-04-06,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,540,3985.2,540.0,142.65,2017
INV-08108100004,2017-10-18,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,48,276.48,48.0,12.68,2017
INV-03698900036,2017-03-09,4969,Lake Liquors Wine and Spirits,910 N 8th St W,Clear Lake,50428,POINT (-93.396651 43.142775),17,Cerro Gord,1062300,Aged Dark Rum,260,DIAGEO AMERICAS,42167,Myers's Rum Original Dark,12,1000,13.0,19.5,4,75.0,4.0,1.06,2017
INV-06699600001,2017-08-16,3524,Sam's Club 6568 / Ames,305 Airport Rd,Ames,50010,POINT (-93.613648 42.001123),85,STORY,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Member's Mark Vodka,6,1750,8.51,12.77,720,9194.4,1260.0,332.86,2017
INV-03923500037,2017-03-22,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536,POINT (-94.678807 43.10937),74,PALO ALTO,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,4,23.04,4.0,1.06,2017
INV-07697800005,2017-10-04,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,48,354.24,48.0,12.68,2017
INV-06363800006,2017-07-31,4986,218 Fuel Express & Chubby's Liquor,68 Monroe St,Floyd,50435,POINT (-92.73738 43.122076),34,FLOYD,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.48,42.72,4,170.88,4.0,1.06,2017
INV-02998800060,2017-01-31,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1081500,Triple Sec,055,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,2.13,3.2,192,614.4,192.0,50.72,2017
INV-08349400153,2017-10-31,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,6,8.13,6.0,1.58,2017
INV-03420600001,2017-02-22,2614,Hy-Vee #3 Food and Drugstore,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1901200,Special Order Items,259,Heaven Hill Brands,904976,HA Rittenhouse Rye 100prf,12,750,12.98,19.47,11,214.17,8.25,2.18,2017
INV-04591600004,2017-04-26,9013,Iowa Distilling Company,4349 Cumming Ave.,Cumming,50061,POINT (-93.762456 41.483192),91,WARREN,1011600,Straight Rye Whiskies,154,DUNKEL CORPORATION,927135,Caribbean Cask Rye Whiskey,6,750,3.75,5.63,36,202.68,27.0,7.13,2017
INV-03771800002,2017-03-14,2285,John's Grocery,401 East Market St,Iowa City,52240,POINT (-91.529854 41.663541),52,JOHNSON,1041200,Flavored Gin,110,3 BADGE CORPORATION,932650,SOOH Uncle Vals Botanical Gin,6,750,17.5,26.25,36,945.0,27.0,7.13,2017
INV-04525400020,2017-04-24,2191,Keokuk Spirits,1013 Main,Keokuk,52632,POINT (-91.387797 40.400038),56,LEE,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,60,442.8,60.0,15.85,2017
INV-03316900005,2017-02-16,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312,POINT (-93.664182 41.586319),77,POLK,1901200,Special Order Items,305,Mhw LTD,928666,Magellan Gin,6,750,17.0,25.5,30,765.0,22.5,5.94,2017
INV-03768700067,2017-03-14,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,132,974.16,132.0,34.87,2017
INV-07118200025,2017-09-07,4158,Fareway Stores #409 / Carroll,709 Monterey Dr,Carroll,51401,POINT (-94.850616 42.065252),14,CARROLL,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,4,32.52,4.0,1.06,2017
INV-06861700002,2017-08-24,4988,Happy's Wine & Spirits,5925 University Ave,Cedar Falls,50613,POINT (-92.429331 42.512766),7,BLACK HAWK,1041200,Flavored Gin,240,William Grant & Sons Inc,928621,Hendricks Gin Mini,8,50,23.76,35.64,8,285.12,0.4,0.11,2017
INV-06869400046,2017-08-24,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,240,1382.4,240.0,63.4,2017
INV-03931800059,2017-03-22,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,48,354.24,48.0,12.68,2017
INV-04356800172,2017-04-13,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.51,6.77,84,568.68,84.0,22.19,2017
INV-08830800003,2017-11-27,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,72,414.72,72.0,19.02,2017
INV-06331600005,2017-07-27,9001,Cedar Ridge Vineyards,1441 Marak Rd NW,Swisher,52338,POINT (-91.67737 41.8321),52,JOHNSON,1011600,Straight Rye Whiskies,125,CEDAR RIDGE VINEYARDS LL,27014,Cedar Ridge Malted Rye,6,750,19.67,29.51,30,885.3,22.5,5.94,2017
INV-06638300036,2017-08-14,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702,POINT (-92.353103 42.456374),7,BLACK HAWK,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.51,6.77,768,5199.36,768.0,202.88,2017
INV-03200500014,2017-02-10,4669,Vom Fass / Des Moines,"833, 42nd St",Des Moines,50312,POINT (-93.674384 41.59343100000001),77,POLK,1901200,Special Order Items,885,YAHARA BAY DISTILLERS INC,900501,Elderflower Liqueur,6,50,4.34,6.51,6,39.06,0.3,0.08,2017
INV-07824200012,2017-10-09,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1901200,Special Order Items,978,W J Deutsch & Sons LTD,966122,Pierre Ferrand Dry Curacao,6,750,16.5,24.75,18,445.5,13.5,3.57,2017
INV-08934800084,2017-11-30,2627,Hy-Vee Wine and Spirits #1,3424 Martin Luther King Jr Pkw,Des Moines,50310,POINT (-93.65129 41.626668),77,POLK,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,4,29.52,4.0,1.06,2017
INV-03516900163,2017-02-28,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1012300,Single Malt Scotch,240,William Grant & Sons Inc,4367,Balvenie Caribbean Cask 14yr,6,750,39.96,59.94,18,1078.92,13.5,3.57,2017
INV-09543700038,2017-12-29,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,24,899.76,42.0,11.1,2017
INV-03778800116,2017-03-14,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,464,Glenmorangie Pioneer Pack,6,850,23.49,35.24,30,1057.2,25.5,6.74,2017
INV-07561500001,2017-10-02,2538,Hy-Vee Food Store #3 / Waterloo,1422 Flammang Dr,Waterloo,50702,POINT (-92.327917 42.459938),7,BLACK HAWK,1062300,Aged Dark Rum,065,Jim Beam Brands,44442,Cruzan Blackstrap,6,750,8.2,12.3,30,369.0,22.5,5.94,2017
INV-05919000001,2017-07-05,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,180,1328.4,180.0,47.55,2017
INV-03449200054,2017-02-23,2593,Hy-Vee Food Store / Carroll,905 US Highway 30 West,Carroll,51401,POINT (-94.853591 42.064155),14,CARROLL,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,72,531.36,72.0,19.02,2017
INV-08060200010,2017-10-17,4324,Dayton Community Grocery,22 North Main,Dayton,50530,POINT (-94.068439 42.26168),94,WEBSTER,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,4,23.04,4.0,1.06,2017
INV-03133400099,2017-02-07,2663,Hy-Vee / Urbandale,8701 Douglas,Urbandale,50322,POINT (-93.739105 41.629364),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,464,Glenmorangie Pioneer Pack,6,850,23.49,35.24,6,211.44,5.1,1.35,2017
