invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,Year
S07382700157,2012-10-26,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT (-93.697731 41.665172),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,305,MHW Ltd,1377,Rumchata Shaker Gift Set,6,750,12.5,18.75,18,337.5,13.5,3.57,2012
S06205200061,2012-06-21,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50,Jasper,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1408,Crown Royal W/50ml Crown Royal Black,12,800,14.25,21.38,3,64.14,2.4,0.63,2012
S08869700001,2012-11-12,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,POINT (-93.664182 41.586319),77,Polk,1011250,SINGLE BARREL BOURBON WHISKIES,421,"Sazerac Co., Inc.",903568,Blanton's Sing Barrel Bourbon 6pak,6,750,25.66,38.49,18,692.82,13.5,3.57,2012
S07384100006,2012-10-17,3645,Wal-Mart 1764 / Windsor Heights,1001  73RD ST,WINDSOR HEIGHTS,50311,POINT (-93.716991 41.594787),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,525,Maker's Mark Recipe and Glasses,6,750,15.74,23.61,30,708.3,22.5,5.94,2012
S08663300002,2012-10-30,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,74476,Hiram Walker Pumpkin Spice,12,750,4.0,5.99,36,215.64,27.0,7.13,2012
S09561900001,2012-12-18,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,525,Maker's Mark Recipe and Glasses,6,750,15.74,23.61,18,424.98,13.5,3.57,2012
S08365300085,2012-10-16,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,POINT (-90.705328 42.491862),31,Dubuque,1081700,DISTILLED SPIRITS SPECIALTY,55,Sazerac North America,76227,Montezuma Blue,12,1000,4.16,6.24,96,599.04,96.0,25.36,2012
S08694200045,2012-10-31,3722,Wal-Mart 1361 / Sioux City,3400 SINGING HILLS BLVD,SIOUX CITY,51106,POINT (-96.36432 42.43609000000001),97,Woodbury,1701100,DECANTERS & SPECIALTY PACKAGES,55,Sazerac North America,2249,Amaretto Di Amore w/2 Snifters,12,750,6.0,9.0,36,324.0,27.0,7.13,2012
S07381700002,2012-10-03,3628,Wal-Mart 1528 / Cedar Rapids,2645 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.680734 42.034748),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,305,MHW Ltd,1377,Rumchata Shaker Gift Set,6,750,12.5,18.75,66,1237.5,49.5,13.08,2012
S05561100077,2012-05-16,2523,Hy-Vee Food Store / Centerville,414 N 18TH ST,CENTERVILLE,52544,POINT (-92.86795 40.735639),04,Appanoose,1081330,PEACH SCHNAPPS,65,Jim Beam Brands,82844,Dekuyper Peachtree Schnapps,24,375,3.06,4.59,5,22.95,1.88,0.5,2012
S03725500001,2012-01-24,9002,Mississippi River Distillery,303 N CODY RD,LECLAIRE,52753,POINT (-90.34359400000001 41.599733),82,Scott,1011500,STRAIGHT RYE WHISKIES,306,Mississippi River Distilling Co.,27110,Windmill Rye Whiskey,12,375,9.08,13.63,420,5724.6,157.5,41.61,2012
S04406400006,2012-03-06,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29,Des Moines,1081312,BUTTERSCOTCH SCHNAPPS,380,Phillips Beverage Company,83363,Ice Hole Butterscotch Schnapps,12,750,5.15,7.73,60,463.8,45.0,11.89,2012
S07421200001,2012-10-24,3789,Wal-Mart 1393 / Oskaloosa,2203 A AVENUE WEST,OSKALOOSA,52577,POINT (-92.669924 41.298516),62,Mahaska,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1400,Crown Royal w/2 Glasses,6,750,14.5,21.75,36,783.0,27.0,7.13,2012
S07473800001,2012-08-31,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45,Howard,1051150,MISCELLANEOUS  BRANDIES,65,Jim Beam Brands,56366,Dekuyper Coffee Brandy,12,750,4.66,6.98,36,251.28,27.0,7.13,2012
S07271400002,2012-08-23,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1011250,SINGLE BARREL BOURBON WHISKIES,421,"Sazerac Co., Inc.",903568,Blanton's Sing Barrel Bourbon 6pak,6,750,24.37,36.56,18,658.08,13.5,3.57,2012
S08256500009,2012-10-11,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1011500,STRAIGHT RYE WHISKIES,259,Heaven Hill Brands,904976,Rittenhouse Rye 100 Proof-HA,12,750,10.97,16.46,36,592.56,27.0,7.13,2012
S07424200004,2012-10-09,4001,Wal-Mart 1787 / Carroll,2014 KITTY HAWK AVE,CARROLL,51401,POINT (-94.893501 42.081312),14,Carroll,1701100,DECANTERS & SPECIALTY PACKAGES,305,MHW Ltd,1377,Rumchata Shaker Gift Set,6,750,12.5,18.75,102,1912.5,76.5,20.21,2012
S09350500013,2012-12-06,4072,Famous Liquors,2604 W LOCUST ST,DAVENPORT,52804,POINT (-90.615542 41.538186),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,969,Jack Daniel's w/Billboard,12,750,13.54,20.31,10,203.1,7.5,1.98,2012
S07328500110,2012-10-05,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT (-91.668909 42.034799),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,2870,Bailey's Original Irish Cream w/2 Glasses,6,750,13.0,19.5,18,351.0,13.5,3.57,2012
S06680200074,2012-07-19,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,POINT (-91.528105 42.207428),52,Johnson,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15677,Powers Irish Whiskey,12,1000,11.24,16.86,4,67.44,4.0,1.06,2012
S07377800004,2012-10-19,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,POINT (-92.899277 41.396961000000005),63,Marion,1011500,STRAIGHT RYE WHISKIES,305,MHW Ltd,27078,Breakout Rye Whiskey,6,750,20.0,30.0,18,540.0,13.5,3.57,2012
S09634000098,2012-12-21,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1081400,TRIPLE SEC,434,Luxco-St Louis,86310,La Prima Triple Sec,12,1000,2.66,3.99,60,239.4,60.0,15.85,2012
S03801700021,2012-01-30,4085,Save More Foods / Waterloo,1975 FRANKLIN ST,WATERLOO,50703,POINT (-92.315215 42.495394),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",2666,Hennessy VS Flask Sleeve,24,200,59.92,89.88,2,179.76,0.4,0.11,2012
S08569100056,2012-10-25,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85,Story,1081400,TRIPLE SEC,55,Sazerac North America,86390,Montezuma Triple Sec,12,1000,2.13,3.19,8,25.52,8.0,2.11,2012
S07384200004,2012-10-09,3647,Wal-Mart 2889 / Clinton,2715 SOUTH 25TH ST,CLINTON,52732,POINT (-90.245005 41.818874),23,Clinton,1701100,DECANTERS & SPECIALTY PACKAGES,305,MHW Ltd,1377,Rumchata Shaker Gift Set,6,750,12.5,18.75,60,1125.0,45.0,11.89,2012
S07385000007,2012-10-01,3713,Wal-Mart 0810 / Mason City,4151  4TH ST SW,MASON CITY,50401,POINT (-93.261648 43.148239),17,Cerro Gordo,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,969,Jack Daniel's w/Billboard,12,750,13.54,20.31,96,1949.76,72.0,19.02,2012
S07380000124,2012-10-19,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine,1011500,STRAIGHT RYE WHISKIES,65,Jim Beam Brands,27056,Jim Beam Rye,12,750,10.49,15.74,60,944.4,45.0,11.89,2012
S06293400006,2012-06-27,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,POINT (-92.899277 41.396961000000005),63,Marion,1701100,DECANTERS & SPECIALTY PACKAGES,395,Proximo,3637,Jose Cuervo Especial Max Pack,6,750,10.5,15.75,72,1134.0,54.0,14.27,2012
S07267000045,2012-08-23,4076,Sakar Liquor Store,1026 W RIVER DR #B,DAVENPORT,52802,POINT (-90.588375 41.520158),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1408,Crown Royal W/50ml Crown Royal Black,12,800,14.25,21.38,5,106.9,4.0,1.06,2012
S03846300028,2012-01-31,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82,Scott,1011500,STRAIGHT RYE WHISKIES,306,Mississippi River Distilling Co.,27110,Windmill Rye Whiskey,12,375,9.08,13.63,36,490.68,13.5,3.57,2012
S06529900062,2012-07-11,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.76,180,1216.8,180.0,47.55,2012
S05662600189,2012-05-22,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15677,Powers Irish Whiskey,12,1000,11.24,16.86,4,67.44,4.0,1.06,2012
S09500100007,2012-12-17,4289,Fareway Stores #062 / Waukon,777  11TH AVE SW,WAUKON,52172,POINT (-91.484321 43.256623),03,Allamakee,1081030,COFFEE LIQUEURS,410,The Patron Spirits Company,67595,Patron Xo Cafe,6,750,14.49,21.74,30,652.2,22.5,5.94,2012
S03697700008,2012-01-23,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,BOONE,50036,POINT (-93.876107 42.063831),08,Boone,1081700,DISTILLED SPIRITS SPECIALTY,259,Heaven Hill Brands,73702,Evan Williams Honey,12,750,7.94,11.91,60,714.6,45.0,11.89,2012
S08959100088,2012-11-15,4669,Vom Fass / Des Moines,"833, 42ND ST",DES MOINES,50312,POINT (-93.674384 41.59343100000001),77,Polk,1051150,MISCELLANEOUS  BRANDIES,885,"Yahara Bay Distillers, Inc",901535,Calvados,6,50,6.99,10.49,18,188.82,0.9,0.24,2012
S09088000061,2012-11-20,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,POINT (-90.611972 41.538207),82,Scott,1011500,STRAIGHT RYE WHISKIES,306,Mississippi River Distilling Co.,27027,Cody Road Rye,6,750,19.33,29.0,18,522.0,13.5,3.57,2012
S09132000007,2012-11-26,4814,"Byron Supermarket, Inc.",306 BYRON AVE,WATERLOO,50702,POINT (-92.353141 42.480288),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,35,"Bacardi U.S.A., Inc.",2928,Bacardi Multi-Flavor Mini 6 Pack,20,301,3.33,5.0,3,15.0,0.9,0.24,2012
S08899400125,2012-11-12,2638,Hy-Vee Wine and Spirits / Cedar Fall,5925 UNIVERSITY AVE STE A,CEDAR FALLS,50613,POINT (-92.429331 42.512766),07,Black Hawk,1081380,MISCELLANEOUS SCHNAPPS,65,Jim Beam Brands,82757,Dekuyper Cranberry Crush,12,1000,7.35,11.02,4,44.08,4.0,1.06,2012
S09599300017,2012-12-19,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,395,Proximo,3710,1800 Silver w/1800 Coconut 50ml & Pineapple Juice,6,750,12.49,19.74,30,592.2,22.5,5.94,2012
S07381100018,2012-10-12,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,POINT (-92.67556000000002 43.066993),34,Floyd,1701100,DECANTERS & SPECIALTY PACKAGES,421,"Sazerac Co., Inc.",76436,Old St. Nick''s Egg Nog,12,750,3.63,5.45,120,654.0,90.0,23.78,2012
S07423800037,2012-10-11,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,2870,Bailey's Original Irish Cream w/2 Glasses,6,750,13.0,19.5,18,351.0,13.5,3.57,2012
S06511000005,2012-07-10,4171,"Brothers Market, Inc. / Cascade",105 SE NIXON ST,CASCADE,52033,POINT (-90.993859 42.3036),31,Dubuque,1081340,ROOT BEER SCHNAPPS,65,Jim Beam Brands,82827,Dekuyper Rootbeer,12,1000,7.35,11.02,4,44.08,4.0,1.06,2012
S07337500077,2012-10-12,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23,Clinton,1701100,DECANTERS & SPECIALTY PACKAGES,305,MHW Ltd,1377,Rumchata Shaker Gift Set,6,750,12.5,18.75,18,337.5,13.5,3.57,2012
S08757800063,2012-11-05,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,POINT (-92.327917 42.459938),07,Black Hawk,1081700,DISTILLED SPIRITS SPECIALTY,384,Piedmont Distillers,76032,Midnight Moon Original,6,750,10.42,15.63,18,281.34,13.5,3.57,2012
S08466300002,2012-10-22,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1011250,SINGLE BARREL BOURBON WHISKIES,421,"Sazerac Co., Inc.",903568,Blanton's Sing Barrel Bourbon 6pak,6,750,24.37,36.56,18,658.08,13.5,3.57,2012
S08664000027,2012-10-30,3833,Wal-Mart 3394 / Atlantic,1905 EAST 7TH ST,ATLANTIC,50022,POINT (-94.98571 41.403853),15,Cass,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,428,Jim Beam Black w/2 Glasses,6,750,13.12,19.68,90,1771.2,67.5,17.83,2012
S09612800025,2012-12-20,2579,Hy-Vee Food Store / Grinnell,320 WEST STREET SOUTH,GRINNELL,50112,POINT (-92.727343 41.7283),79,Poweshiek,1081380,MISCELLANEOUS SCHNAPPS,65,Jim Beam Brands,82627,Dekuyper Cherry Pucker,12,1000,7.35,11.02,4,44.08,4.0,1.06,2012
S07323000007,2012-10-02,2507,Hy-Vee Food Store #1 / Burlington,939 ANGULAR,BURLINGTON,52601,POINT (-91.110752 40.801889),29,Des Moines,1701100,DECANTERS & SPECIALTY PACKAGES,421,"Sazerac Co., Inc.",76436,Old St. Nick''s Egg Nog,12,750,3.63,5.45,60,327.0,45.0,11.89,2012
S05702200077,2012-05-24,4632,Nat Food Mart / 2nd Ave DM,1443 2nd AVE,DES MOINES,50314,POINT (-93.619783 41.605229),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1408,Crown Royal W/50ml Crown Royal Black,12,800,14.25,21.38,1,21.38,0.8,0.21,2012
S06220600077,2012-06-25,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45,Howard,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",1014,Glenmorangie 10YR Discovery Pack w/3 50ml,6,900,19.96,29.94,2,59.88,1.8,0.48,2012
S05771500037,2012-05-29,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,POINT (-93.55261600000001 41.358176),91,Warren,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1408,Crown Royal W/50ml Crown Royal Black,12,800,14.25,21.38,2,42.76,1.6,0.42,2012
S07425600003,2012-10-01,4201,Fareway Stores #022 / Sioux City,4040 WAR EAGLE DR,SIOUX CITY,51109,POINT (-96.461706 42.49488100000001),97,Woodbury,1701100,DECANTERS & SPECIALTY PACKAGES,192,Sidney Frank Importing Co.,3135,Jagermeister w/2 Shot Glasses,12,750,12.04,18.06,36,650.16,27.0,7.13,2012
S07436700062,2012-10-26,3899,Wal-Mart 3762 / WDM,6365 STAGECOACH DR,WEST DES MOINES,50266,POINT (-93.795512 41.558107),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1400,Crown Royal w/2 Glasses,6,750,14.5,21.75,126,2740.5,94.5,24.96,2012
S08290900007,2012-10-15,4219,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,POINT (-93.396651 43.142775),17,Cerro Gordo,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,67575,Kahlua Peppermint Mocha,12,750,10.5,16.49,36,593.64,27.0,7.13,2012
S03511500165,2012-01-10,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15677,Powers Irish Whiskey,12,1000,11.24,16.86,5,84.3,5.0,1.32,2012
S06072400001,2012-06-14,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,Marshall,1081700,DISTILLED SPIRITS SPECIALTY,300,Mccormick Distilling Company,902535,Tarantula Azul Liqueur,12,750,10.66,15.99,36,575.64,27.0,7.13,2012
S08846400001,2012-11-12,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,255,Wilson Daniels Ltd.,3348,Crystal Head w/Martini Glass,4,750,26.0,39.0,116,4524.0,87.0,22.98,2012
S07382900001,2012-10-10,3644,Wal-Mart 2764 / Altoona,3501  8TH ST SW,ALTOONA,50009,POINT (-93.505276 41.644195),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1399,Crown Royal w/Flask,4,1750,31.0,46.5,24,1116.0,42.0,11.1,2012
S08959100046,2012-11-15,4669,Vom Fass / Des Moines,"833, 42ND ST",DES MOINES,50312,POINT (-93.674384 41.59343100000001),77,Polk,1012300,IRISH WHISKIES,885,"Yahara Bay Distillers, Inc",901084,Irish Single Malt Whiskey,6,100,9.75,14.63,24,351.12,2.4,0.63,2012
S09501600104,2012-12-17,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45,Howard,1081335,RASPBERRY SCHNAPPS,65,Jim Beam Brands,82837,Dekuyper Raspberry Pucker,12,1000,7.35,11.02,4,44.08,4.0,1.06,2012
S09157900012,2012-11-27,3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.873073 41.261866),78,Pottawattamie,1081380,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84172,99 Bananas Mini,10,600,3.96,5.94,4,23.76,2.4,0.63,2012
S08612700033,2012-10-29,2652,Hy-Vee DrugStore / Mason City,875  4TH ST SW,MASON CITY,50401,POINT (-93.213856 43.148257),17,Cerro Gordo,1012210,SINGLE MALT SCOTCH,420,"Moet Hennessy USA, Inc.",5133,Glenmorangie 10 Yr Single Malt Scotch,6,750,19.96,29.94,18,538.92,13.5,3.57,2012
S08846800002,2012-11-12,3524,Sam's Club 6568 / Ames,305 AIRPORT RD,AMES,50010,POINT (-93.613648 42.001123),85,Story,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,525,Maker's Mark Recipe and Glasses,6,750,15.74,23.61,18,424.98,13.5,3.57,2012
S07376200033,2012-10-12,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,POINT (-92.403843 42.505197),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,421,"Sazerac Co., Inc.",76436,Old St. Nick''s Egg Nog,12,750,3.63,5.45,60,327.0,45.0,11.89,2012
S09306800016,2012-12-04,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine,1081700,DISTILLED SPIRITS SPECIALTY,384,Piedmont Distillers,76042,Midnight Moon Blackberry,6,750,10.42,15.63,18,281.34,13.5,3.57,2012
S08694200043,2012-10-31,3722,Wal-Mart 1361 / Sioux City,3400 SINGING HILLS BLVD,SIOUX CITY,51106,POINT (-96.36432 42.43609000000001),97,Woodbury,1701100,DECANTERS & SPECIALTY PACKAGES,421,"Sazerac Co., Inc.",76436,Old St. Nick''s Egg Nog,12,750,3.63,5.45,36,196.2,27.0,7.13,2012
S09364400114,2012-12-06,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54057,Arrow Apricot Flav Brandy,12,1000,6.38,9.56,4,38.24,4.0,1.06,2012
S04299400085,2012-02-28,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,POINT (-90.705328 42.491862),31,Dubuque,1081700,DISTILLED SPIRITS SPECIALTY,55,Sazerac North America,76227,Montezuma Blue,12,1000,4.16,6.24,48,299.52,48.0,12.68,2012
S03782000016,2012-01-26,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1011250,SINGLE BARREL BOURBON WHISKIES,421,"Sazerac Co., Inc.",903568,Blanton's Sing Barrel Bourbon 6pak,6,750,24.37,36.56,30,1096.8,22.5,5.94,2012
S06383300046,2012-07-03,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,POINT (-95.149955 43.331525),30,Dickinson,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77497,Tortilla Silver Dss,12,1000,4.51,6.76,120,811.2,120.0,31.7,2012
S08409200014,2012-10-17,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT (-91.668909 42.034799),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,413,Jim Beam White Triage,6,750,9.44,14.16,18,254.88,13.5,3.57,2012
S07420200001,2012-10-18,3776,Wal-Mart 5115 / Davenport,3101 WEST KIMBERLY RD,DAVENPORT,52806,POINT (-90.620069 41.559268),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1400,Crown Royal w/2 Glasses,6,750,14.5,21.75,18,391.5,13.5,3.57,2012
