invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,Year
S22018800019,2014-10-27,4845,3rd St Convenience,"216, 3RD ST SE",CEDAR RAPIDS,52401,POINT (-91.666081 41.977896),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,874,The Glenlivet w/50ml 15YR & 18YR,6,850,20.99,32.24,2,64.48,1.7,0.45,2014
S21460900001,2014-09-29,4024,Wal-Mart 1546 / Iowa Falls,840 S OAK,IOWA FALLS,50126,POINT (-93.262446 42.503407),42,Hardin,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,952,Jack Daniel's Black w/2 Glasses,6,750,14.53,21.8,18,392.4,13.5,3.57,2014
S21545900042,2014-10-01,3565,Hartig Drug Store #10,701 MORMON TREK BLVD,IOWA CITY,52246,POINT (-91.574025 41.651984),52,Johnson,1081400,TRIPLE SEC,434,Luxco-St Louis,86507,Paramount Triple Sec,12,1000,3.75,5.63,4,22.52,4.0,1.06,2014
S21840500011,2014-10-20,3707,Target Store T-1768 / Cedar Rapids,1030 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.649625 42.035157),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,874,The Glenlivet w/50ml 15YR & 18YR,6,850,20.99,32.24,18,580.32,15.3,4.04,2014
S21856700018,2014-10-20,3549,Quicker Liquor Store,1414 48TH ST,FORT MADISON,52627,POINT (-91.373211 40.62422600000001),56,Lee,1701100,DECANTERS & SPECIALTY PACKAGES,421,"Sazerac Co., Inc.",76436,Old St. Nick''s Egg Nog,12,750,3.64,5.46,96,524.16,72.0,19.02,2014
S22668300068,2014-12-01,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82,Scott,1081400,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.42,3.63,60,217.8,60.0,15.85,2014
S22411400061,2014-11-17,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,POINT (-93.55261600000001 41.358176),91,Warren,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,692,Crown Royal 1.75L w/50ml CR Maple & CR Black Tray Pack,6,1850,31.5,47.25,2,94.5,3.7,0.98,2014
S21782800003,2014-10-15,3632,Wal-Mart 2004 / Dubuque,4200 DODGE ST,DUBUQUE,52003,POINT (-90.736955 42.489041),31,Dubuque,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,789,Canadian Club w/Glass,6,750,7.88,11.82,18,212.76,13.5,3.57,2014
S17136800053,2014-01-30,2487,Anamosa Family Foods,402 EAST MAIN,ANAMOSA,52205,POINT (-91.281344 42.108275),53,Jones,1081030,COFFEE LIQUEURS,65,Jim Beam Brands,67557,Kamora Coffee Liqueur,12,1000,8.39,12.59,4,50.36,4.0,1.06,2014
S21840900015,2014-10-22,3873,Target Store T-1113 / Coralville,1441 CORAL RIDGE AVE,CORALVILLE,52241,POINT (-91.608399 41.691276),52,Johnson,1701100,DECANTERS & SPECIALTY PACKAGES,259,Heaven Hill Brands,2229,Christian Brothers Holiday Nog,12,750,4.46,6.69,84,561.96,63.0,16.64,2014
S21759400035,2014-10-14,2553,Hy-Vee Food Store / Creston,600 SHELDON,CRESTON,50801,POINT (-94.372552 41.051462),88,Union,1701100,DECANTERS & SPECIALTY PACKAGES,421,"Sazerac Co., Inc.",76436,Old St. Nick''s Egg Nog,12,750,3.64,5.46,36,196.56,27.0,7.13,2014
S21485300033,2014-09-29,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,4109,Captain Morgan Original Spiced 1.75L w/CM White 200ml Tray Pack,6,1950,18.0,27.0,12,324.0,23.4,6.18,2014
S21474700027,2014-09-29,4307,Crossroads Wine and Liquor,117 IOWA AVE,DUNLAP,712-2,POINT (-95.602969 41.854728),43,Harrison,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,407,Jim Beam w/3-50mls,6,900,10.49,15.74,1,15.74,0.9,0.24,2014
S19163100002,2014-05-28,3789,Wal-Mart 1393 / Oskaloosa,2203 A AVENUE WEST,OSKALOOSA,52577,POINT (-92.669924 41.298516),62,Mahaska,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,780,Crown Royal 1.75L w/50ml CR Maple & CR Black,6,1850,31.5,47.25,18,850.5,33.3,8.8,2014
S17633700132,2014-02-27,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23,Clinton,1081340,ROOT BEER SCHNAPPS,380,Phillips Beverage Company,84617,Phillips Root Beer Schnapps,12,1000,5.5,8.25,4,33.0,4.0,1.06,2014
S22163800089,2014-11-04,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45,Howard,1081365,TROPICAL FRUIT SCHNAPPS,421,"Sazerac Co., Inc.",83907,Maui Blue Hawaiian Schnapps,12,1000,4.54,6.81,4,27.24,4.0,1.06,2014
S21904500069,2014-10-21,3621,"Jensen Liquors, Ltd.",615  2ND AVE,SHELDON,51201,POINT (-95.854899 43.184242),71,O'Brien,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",561,Ardbeg 10YR Exploration Pack,6,850,25.98,38.97,1,38.97,0.85,0.22,2014
S22118500031,2014-11-03,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),07,Black Hawk,1081400,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.42,3.63,144,522.72,144.0,38.04,2014
S19305100029,2014-06-02,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POINT (-93.73162 41.571127),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",1014,Glenmorangie 10YR Discovery Pack w/3 50ml,6,900,21.99,32.99,6,197.94,5.4,1.43,2014
S18750200045,2014-05-05,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1081400,TRIPLE SEC,55,Sazerac North America,86390,Montezuma Triple Sec,12,1000,2.13,3.19,288,918.72,288.0,76.08,2014
S21822200001,2014-10-16,4001,Wal-Mart 1787 / Carroll,2014 KITTY HAWK AVE,CARROLL,51401,POINT (-94.893501 42.081312),14,Carroll,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,788,Red Stag w/4-50mls,6,950,11.03,16.55,12,198.6,11.4,3.01,2014
S17289300009,2014-02-10,3910,Riverside Casino And Resort,3184 HIGHWAY 22,RIVERSIDE,52327,POINT (-91.531499 41.496387000000006),92,Washington,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,3224,Absolut Zing Zang Bloody Mary Mix,6,750,11.49,17.24,30,517.2,22.5,5.94,2014
S16896100008,2014-01-21,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,Polk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,17.99,26.99,360,9716.4,360.0,95.1,2014
S16820100070,2014-01-14,3704,Celtics Beverage Company,1122 BROADWAY,EMMETSBURG,50536,POINT (-94.678807 43.10937),74,Palo Alto,1041200,AMERICAN SLOE GINS,434,Luxco-St Louis,33717,Paramount Sloe Gin,12,1000,5.17,7.75,4,31.0,4.0,1.06,2014
S22701700009,2014-12-02,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1701100,DECANTERS & SPECIALTY PACKAGES,421,"Sazerac Co., Inc.",76436,Old St. Nick''s Egg Nog,12,750,3.64,5.46,60,327.6,45.0,11.89,2014
S21841400016,2014-10-23,3877,Target Store T-2041 / Des Moines,5901 DOUGLAS AVE,DES MOINES,50322,POINT (-93.699209 41.629529),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,74782,Jack Daniels Winter Jack,12,750,10.34,15.51,60,930.6,45.0,11.89,2014
S20296700060,2014-07-24,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,POINT (-93.664182 41.586319),77,Polk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15677,Powers Irish Whiskey,12,1000,15.99,23.99,5,119.95,5.0,1.32,2014
S22958000139,2014-12-15,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081400,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.42,3.63,96,348.48,96.0,25.36,2014
S18955900001,2014-05-19,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),07,Black Hawk,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.76,120,811.2,120.0,31.7,2014
S20949000007,2014-08-29,4114,After 5 Somewhere,704 W 7TH ST PO BOX 372,ATLANTIC,50022,POINT (-95.023116 41.40406200000001),15,Cass,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,4109,Captain Morgan Original Spiced 1.75L w/CM White 200ml Tray Pack,6,1950,18.0,27.0,6,162.0,11.7,3.09,2014
S21495800036,2014-09-30,3942,Twin Town Liquor,104 HIGHWAY 30 WEST,TOLEDO,52342,POINT (-92.579446 41.985985),86,Tama,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,409,Jim Beam Black w/4-50mls,6,950,13.65,20.48,1,20.48,0.95,0.25,2014
S22894600001,2014-12-11,3858,Harolds Jack N Jill / Davenport,6723 NW BLVD UNIT 2,DAVENPORT,52806,POINT (-90.609747 41.589369),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1400,Crown Royal w/2 Glasses,6,750,14.99,22.49,18,404.82,13.5,3.57,2014
S19204500037,2014-05-28,3447,Sam's Club 6432 / Sioux City,4201 S. YORK ST.,SIOUX CITY,51106,POINT (-96.37082 42.43407),97,Woodbury,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.76,84,567.84,84.0,22.19,2014
S18862300036,2014-05-08,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,POINT (-94.853591 42.064155),14,Carroll,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.76,7.14,120,856.8,120.0,31.7,2014
S18858500080,2014-05-08,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,POINT (-91.960918 41.994458),57,Linn,1081400,TRIPLE SEC,55,Sazerac North America,86390,Montezuma Triple Sec,12,1000,2.13,3.19,48,153.12,48.0,12.68,2014
S22614900005,2014-11-25,2953,Dahl's / E. Euclid,1320 E. EUCLID,DES MOINES,50316,POINT (-93.602851 41.627778),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,734,Absolut w/50ml Citron & Mandrin,12,850,11.49,17.24,12,206.88,10.2,2.69,2014
S21574700062,2014-10-06,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1081400,TRIPLE SEC,55,Sazerac North America,86390,Montezuma Triple Sec,12,1000,2.13,3.2,288,921.6,288.0,76.08,2014
S22172000090,2014-11-04,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,POINT (-93.854477 41.615059),25,Dallas,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,692,Crown Royal 1.75L w/50ml CR Maple & CR Black Tray Pack,6,1850,31.5,47.25,6,283.5,11.1,2.93,2014
S16899100089,2014-01-20,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1081400,TRIPLE SEC,55,Sazerac North America,86390,Montezuma Triple Sec,12,1000,2.13,3.19,96,306.24,96.0,25.36,2014
S21897300037,2014-10-21,3704,Celtics Beverage Company,1122 BROADWAY,EMMETSBURG,50536,POINT (-94.678807 43.10937),74,Palo Alto,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,4,29.52,4.0,1.06,2014
S17506600011,2014-02-20,4971,Fareway Stores #138 / Pleasant Hill,"5500, E UNIVERSITY AVE",PLEASANT HILL,50327,POINT (-93.505732 41.599274),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,874,The Glenlivet w/50ml 15YR & 18YR,6,850,21.99,32.99,3,98.97,2.55,0.67,2014
S21176700056,2014-09-11,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,POINT (-93.664182 41.586319),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,837,"The Glenlivet Tasting Kit w/12YR 200ml, 15YR 200ml & 18YR 200ml",6,600,34.99,52.49,6,314.94,3.6,0.95,2014
S21107800070,2014-09-09,4165,I-35 Spirits / Ankeny,113 SE DELAWARE AVE STE 101,ANKENY,50023,POINT (-93.581093 41.731416),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,4127,Captain Morgan Original Spiced 1.75L w/CM White 200ml,6,1950,18.0,27.0,6,162.0,11.7,3.09,2014
S21927100091,2014-10-22,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67,Monona,1701100,DECANTERS & SPECIALTY PACKAGES,55,Sazerac North America,2618,99 Family 4-50mls,15,200,2.08,3.12,2,6.24,0.4,0.11,2014
S22812600144,2014-12-08,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081400,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.42,3.63,84,304.92,84.0,22.19,2014
S21782700002,2014-10-15,4023,Wal-Mart 1389 / Boone,1515 SE MARSHALL ST,BOONE,50036,POINT (-93.869892 42.035093),08,Boone,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,407,Jim Beam w/3-50mls,6,900,10.49,15.74,24,377.76,21.6,5.71,2014
S20197300071,2014-07-21,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29,Des Moines,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,734,Absolut w/50ml Citron & Mandrin,12,850,11.49,17.24,12,206.88,10.2,2.69,2014
S21959200038,2014-10-22,3990,Cork and Bottle / Oskaloosa,309 A AVE WEST,OSKALOOSA,52577,POINT (-92.648153 41.296228),62,Mahaska,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,4129,Smirnoff w/Smirnoff Raspberry 200ml Tray Pack,6,1950,14.75,22.13,6,132.78,11.7,3.09,2014
S22656800005,2014-12-01,5054,Cork 'N Bottle / Manchester,900 E MAIN ST,MANCHESTER,52087,POINT (-91.445038 42.484073),28,Delaware,1011400,BOTTLED IN BOND BOURBON,85,Brown-Forman Corporation,26906,Jack Daniels Single Barrel Why.,6,750,27.09,40.64,18,731.52,13.5,3.57,2014
S21012200002,2014-09-08,3899,Wal-Mart 3762 / WDM,6365 STAGECOACH DR,WEST DES MOINES,50266,POINT (-93.795512 41.558107),77,Polk,1062050,BARBADOS RUM,305,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,9.42,14.13,36,508.68,27.0,7.13,2014
S19165300003,2014-05-29,3997,Wal-Mart 4606 / Osceola,2400 COLLEGE DR,OSCEOLA,50213,POINT (-93.800214 41.024891000000004),20,Clarke,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,4128,Smirnoff 1.75L w/Smirnoff Raspberry 200ml,6,1950,14.75,22.13,60,1327.8,117.0,30.91,2014
S21004000003,2014-09-04,3769,Wal-Mart 0753 / Cedar Fall,525 BRANDILYNN BLVD,CEDAR FALLS,50613,POINT (-92.440394 42.485042),07,Black Hawk,1062050,BARBADOS RUM,305,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,9.42,14.13,36,508.68,27.0,7.13,2014
S21729800004,2014-10-13,2650,Hy-Vee Wine and Spirits / Harlan,1808 23RD ST,HARLAN,51537,POINT (-95.339881 41.650658),83,Shelby,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,837,"The Glenlivet Tasting Kit w/12YR 200ml, 15YR 200ml & 18YR 200ml",6,600,34.99,52.49,6,314.94,3.6,0.95,2014
S21841200001,2014-10-21,3880,Target Store T-2454 / Council Bluffs,3804 METRO DR,COUNCIL BLUFFS,51503,POINT (-95.837595 41.220979),78,Pottawattamie,1701100,DECANTERS & SPECIALTY PACKAGES,35,"Bacardi U.S.A., Inc.",4020,Grey Goose w/2 Glasses & Shaker,3,1750,32.75,49.13,9,442.17,15.75,4.16,2014
S21861300182,2014-10-20,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29,Des Moines,1041200,AMERICAN SLOE GINS,434,Luxco-St Louis,33717,Paramount Sloe Gin,12,1000,5.17,7.76,4,31.04,4.0,1.06,2014
S21006100001,2014-09-04,3731,Wal-Mart 1241 / Davenport,5811 ELMORE AVE,DAVENPORT,52807,POINT (-90.525525 41.580212),82,Scott,1062050,BARBADOS RUM,305,MHW Ltd,42240,Blue Chair Bay White,12,750,9.42,14.13,36,508.68,27.0,7.13,2014
S21036600099,2014-09-04,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50,Jasper,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,4045,Smirnoff w/Smirnoff 200ml Tray Pack,6,1950,14.75,22.13,2,44.26,3.9,1.03,2014
S21636000005,2014-10-07,2607,Hy-Vee Wine and Spirits / Shenandoah,520 SO FREMONT,SHENANDOAH,51601,POINT (-95.385111 40.761736),73,Page,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,837,"The Glenlivet Tasting Kit w/12YR 200ml, 15YR 200ml & 18YR 200ml",6,600,34.99,52.49,6,314.94,3.6,0.95,2014
S18289300010,2014-04-07,3477,Sam's Club 6472 / Council Bluffs,3221 MANAWA CENTRE DR,COUNCIL BLUFFS,51501,POINT (-95.847163 41.225208),78,Pottawattamie,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.76,120,811.2,120.0,31.7,2014
S19100700003,2014-05-23,3859,Wal-Mart 0750 / Independence,302 ENTERPRISE DR SW,INDEPENDENCE,50644,POINT (-91.892924 42.450709),10,Buchanan,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,780,Crown Royal 1.75L w/50ml CR Maple & CR Black,6,1850,31.5,47.25,18,850.5,33.3,8.8,2014
S16824700001,2014-01-14,4070,Grieder Beverage Depot,708  13TH ST,BELLE PLAINE,52208,POINT (-92.278 41.897054),06,Benton,1051120,CHERRY BRANDIES,370,Pernod Ricard USA/Austin Nichols,902780,Hiram Walker Cherry Brandy,12,1000,6.5,9.75,120,1170.0,120.0,31.7,2014
S16989400031,2014-01-22,3970,"The Liquor Cabinet, Inc.","835 6 ST, STE 1",NEVADA,50201,POINT (-93.452277 42.019292),85,Story,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,17.99,26.99,4,107.96,4.0,1.06,2014
S23098500011,2014-12-20,2518,Hy-Vee Wine and Spirits / Red Oak,1607 NORTH BROADWAY,RED OAK,51566,POINT (-95.83539 41.279189),69,Montgomery,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,456,Knob Creek w/2-50mls,6,850,20.47,30.71,6,184.26,5.1,1.35,2014
S19669100068,2014-06-23,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,19081,Jim Beam Operation Homefront,6,1750,19.94,29.91,30,897.3,52.5,13.87,2014
S20269100047,2014-07-23,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,POINT (-94.974011 42.421341),81,Sac,1081400,TRIPLE SEC,55,Sazerac North America,86390,Montezuma Triple Sec,12,1000,2.13,3.19,4,12.76,4.0,1.06,2014
S22198200001,2014-11-05,4197,Fareway Stores #014 / Sergeant Bluff,700  1ST ST,SERGEANT BLUFF,51054,POINT (-96.353078 42.400504),97,Woodbury,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1400,Crown Royal w/2 Glasses,6,750,14.99,22.49,90,2024.1,67.5,17.83,2014
S20091700090,2014-07-14,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT (-91.668909 42.034799),57,Linn,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",1258,Glenmorangie Taster Pack,6,400,14.84,22.26,2,44.52,0.8,0.21,2014
S21547000018,2014-10-01,2611,Hy-Vee Drugstore / Ottumwa,1140 NORTH JEFFERSON ST,OTTUMWA,52501,POINT (-92.401538 41.026754000000004),90,Wapello,1701100,DECANTERS & SPECIALTY PACKAGES,492,Western Spirits Beverage Co. LLC,4047,Bird Dog 100ml Variety Pack,6,400,6.01,9.02,6,54.12,2.4,0.63,2014
S22021100091,2014-10-27,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POINT (-93.73162 41.571127),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,2870,Bailey's Original Irish Cream w/2 Glasses,6,750,13.24,19.86,18,357.48,13.5,3.57,2014
S22643100067,2014-12-01,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,192,1416.96,192.0,50.72,2014
S18221700130,2014-04-02,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,POINT (-90.611972 41.538207),82,Scott,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,17.99,26.99,4,107.96,4.0,1.06,2014
S19779400027,2014-06-26,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,POINT (-93.664182 41.586319),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",1014,Glenmorangie 10YR Discovery Pack w/3 50ml,6,900,21.99,32.99,6,197.94,5.4,1.43,2014
S21243600031,2014-09-16,3822,The Secret Cellar,1205 CURTIS BR RD NE,SWISHER,52338,POINT (-91.646067 41.847398),52,Johnson,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",1014,Glenmorangie 10YR Discovery Pack w/3 50ml,6,900,22.99,34.49,1,34.49,0.9,0.24,2014
S19099500001,2014-05-23,3663,Wal-Mart 1496 / Waterloo,1334 FLAMMANG DR,WATERLOO,50702,POINT (-92.330801 42.460238),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,346,"Ole Smoky Distillery, LLC",760,Ole Smoky Lemon Drop Moonshine w/Mason Jar & Pour Spout,6,750,13.17,19.76,18,355.68,13.5,3.57,2014
S19096000001,2014-05-21,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,POINT (-92.899277 41.396961000000005),63,Marion,1701100,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",1014,Glenmorangie 10YR Discovery Pack w/3 50ml,6,900,21.99,32.99,6,197.94,5.4,1.43,2014
S18827900091,2014-05-07,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,POINT (-90.611972 41.538207),82,Scott,1701100,DECANTERS & SPECIALTY PACKAGES,192,Sidney Frank Importing Co.,3136,Jagermeister T-Shirt Pack,12,750,12.05,18.08,108,1952.64,81.0,21.4,2014
S21362700038,2014-09-23,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45,Howard,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,952,Jack Daniel's Black w/2 Glasses,6,750,14.53,21.8,36,784.8,27.0,7.13,2014
S20373300032,2014-07-29,3881,7 Rayos Liquor Store,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,Marshall,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,730,Absolut w/2 Citron 50ml & 2 Mandrin 50ml,6,950,11.49,17.24,6,103.44,5.7,1.51,2014
S22475700367,2014-11-19,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1081010,AMERICAN AMARETTO,55,Sazerac North America,73981,Amaretto di Amore Mini,10,600,5.95,8.93,3,26.79,1.8,0.48,2014
S19480200012,2014-06-11,3986,Siouxland Beverage,1203 5 ST,SIOUX CITY,51101,POINT (-96.394671 42.495324),97,Woodbury,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,4127,Captain Morgan Original Spiced 1.75L w/CM White 200ml,6,1950,17.75,26.63,6,159.78,11.7,3.09,2014
S16877900010,2014-01-16,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,POINT (-92.455796 42.517182),07,Black Hawk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,17.99,26.99,120,3238.8,120.0,31.7,2014
S19051400028,2014-05-20,2233,Forbes Liquor Locker / remi,2508 ENTERPRISE AVE,SPIRIT LAKE,51360,POINT (-95.126786 43.416433),30,Dickinson,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,4127,Captain Morgan Original Spiced 1.75L w/CM White 200ml,6,1950,17.75,26.63,6,159.78,11.7,3.09,2014
S22126400010,2014-11-03,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,456,Knob Creek w/2-50mls,6,850,20.47,30.71,6,184.26,5.1,1.35,2014
