invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,Year
INV-11284800053,2018-04-03,3769,Wal-Mart 0753 / Cedar Fall,525 Brandilynn Blvd,Cedar Falls,50613,POINT (-92.440394 42.485042),7,BLACK HAWK,1091100,American Distilled Spirit Specialty,513,"Caribbean Distillers, LLC",28066,Mad Hen Fiery Cinnamon,12,375,3.18,4.77,12,57.24,4.5,1.19,2018
INV-10398100062,2018-02-14,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1011300,Single Barrel Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18350,Four Roses Single Barrel,6,750,20.17,30.26,6,181.56,4.5,1.19,2018
INV-10403000007,2018-02-14,5003,Famous Liquors,2604 W Locust St,Davenport,52804,POINT (-90.615542 41.538186),82,SCOTT,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5103,Glenmorangie Lasanta,6,750,30.99,46.49,6,278.94,4.5,1.19,2018
INV-11359600037,2018-04-06,5145,South Side Food Mart,1101 Army Post Rd,Des Moines,50315,POINT (-93.628783 41.526511),77,POLK,1092100,Imported Distilled Spirit Specialty,370,PERNOD RICARD USA,48699,Martell VSSD,12,375,9.99,14.99,12,179.88,4.5,1.19,2018
INV-09570600043,2018-01-02,3981,Wal-Mart 1152 / Sioux Center,255 16th St SW,Sioux Center,51250,POINT (-96.179835 43.060881),84,SIOUX,1091100,American Distilled Spirit Specialty,513,"Caribbean Distillers, LLC",28067,Mad Hen Fiery Cinnamon,6,750,5.84,8.76,6,52.56,4.5,1.19,2018
INV-09916100076,2018-01-22,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5061,Glenlivet 15YR French Oak,6,750,34.98,52.47,6,314.82,4.5,1.19,2018
INV-13209600001,2018-07-12,2561,Hy-Vee Food Store / Fleur / DSM,4605 Fleur Drive,Des Moines,50321,POINT (-93.64494300000001 41.542748),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,4090,Ardbeg Corryvreckan,6,750,44.97,67.46,6,404.76,4.5,1.19,2018
INV-10216300141,2018-02-06,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1011600,Straight Rye Whiskies,306,MISSISSIPPI RIVER DISTIL,27027,Cody Road Rye,6,750,19.17,28.76,6,172.56,4.5,1.19,2018
INV-10849300060,2018-03-12,2601,Hy-Vee Food Store / Fairfield,1300 West Burlington Ave,Fairfield,52556,POINT (-91.978702 41.006456),51,JEFFERSON,1091100,American Distilled Spirit Specialty,481,Sugarlands Distilling Company LLC,77332,Sugarlands Shine Butterscotch Gold,6,750,13.0,19.5,6,117.0,4.5,1.19,2018
INV-11195200013,2018-03-29,5116,New Star Mart  /  Newton,"702, 1st Ave E",Newton,50702,POINT (-93.04551500000001 41.69943),94,Webster,1092100,Imported Distilled Spirit Specialty,370,PERNOD RICARD USA,48699,Martell VSSD,12,375,9.99,14.99,12,179.88,4.5,1.19,2018
INV-10497500018,2018-02-20,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876159 42.06479800000001),8,BOONE,1011600,Straight Rye Whiskies,065,Jim Beam Brands,27048,Knob Creek Rye,6,750,19.94,29.91,6,179.46,4.5,1.19,2018
INV-10876600007,2018-03-13,3666,Target Store T-1771 / Cedar Rapids,3400 Edgewood Rd SW,Cedar Rapids,52404,POINT (-91.716111 41.944272),57,LINN,1011300,Single Barrel Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18350,Four Roses Single Barrel,6,750,20.17,30.26,6,181.56,4.5,1.19,2018
INV-10993300212,2018-03-20,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5133,Glenmorangie 10 Yr Single Malt Scotch,6,750,23.49,35.24,6,211.44,4.5,1.19,2018
INV-10987900015,2018-03-20,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1062300,Aged Dark Rum,460,Shaw-Ross International,44266,British Navy Pusser's Rum,6,750,12.02,18.03,6,108.18,4.5,1.19,2018
INV-11499300029,2018-04-16,2673,Hy-Vee # 6/ Des Moines,420 Court Ave,Des Moines,50309,POINT (-93.62245400000002 41.584842),77,POLK,1011300,Single Barrel Bourbon Whiskies,421,SAZERAC COMPANY  INC,17766,Eagle Rare,6,750,17.16,25.74,6,154.44,4.5,1.19,2018
INV-11682700002,2018-04-24,5471,World Liquor & Tobacco + Vapors,1030 8th St,Boone,50036,POINT (-93.876918 42.063831),8,BOONE,1082100,Imported Cordials & Liqueur,295,Kobrand Corp,964030,Alize Apple,6,750,12.5,18.75,6,112.5,4.5,1.19,2018
INV-11537800016,2018-04-17,2285,John's Grocery,401 East Market St,Iowa City,52240,POINT (-91.529854 41.663541),52,JOHNSON,1011600,Straight Rye Whiskies,421,SAZERAC COMPANY  INC,27100,Sazerac Rye,6,750,16.94,25.41,6,152.46,4.5,1.19,2018
INV-11386600042,2018-04-09,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1011600,Straight Rye Whiskies,065,Jim Beam Brands,27048,Knob Creek Rye,6,750,19.94,29.91,6,179.46,4.5,1.19,2018
INV-11524800009,2018-04-16,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1901200,Special Order Items,305,Mhw LTD,902793,Compass Box Peat Monster Whisky,6,750,34.5,51.75,6,310.5,4.5,1.19,2018
INV-11545300060,2018-04-17,2663,Hy-Vee Food Store / Urbandale,8701 Douglas,Urbandale,50322,POINT (-93.739105 41.629364),77,POLK,1011600,Straight Rye Whiskies,125,CEDAR RIDGE VINEYARDS LL,27014,Cedar Ridge Malted Rye,6,750,19.67,29.51,6,177.06,4.5,1.19,2018
INV-11666700072,2018-04-24,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1081100,Coffee Liqueurs,259,Heaven Hill Brands,67426,Copa De Oro Mexican Coffee,12,750,5.87,8.81,6,52.86,4.5,1.19,2018
INV-11241500077,2018-04-02,2558,Hy-Vee Food Store / Mount Pleasant,1700 E Washington,Mount Pleasant,52641,POINT (-91.52888 40.962331000000006),44,HENRY,1091100,American Distilled Spirit Specialty,481,Sugarlands Distilling Company LLC,77309,Sugarlands Shine Peanut Butter & Jelly Moonshine,6,750,13.0,19.5,6,117.0,4.5,1.19,2018
INV-11439700059,2018-04-11,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1022300,Mezcal,370,PERNOD RICARD USA,89221,Del Maguey Mezcal Vida,6,750,19.0,28.5,6,171.0,4.5,1.19,2018
INV-14371600159,2018-09-11,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023,POINT (-93.621824 41.705188),77,Polk,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-12130600081,2018-05-17,4209,Wal-Mart 5748 / Grimes,2150 East 1st St,Grimes,50111,POINT (-93.771698 41.688332),77,POLK,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-12642100037,2018-06-13,2548,Hy-Vee Food Store / Altoona,100 8th Street SW,Altoona,50009,POINT (-93.465301 41.644041),77,POLK,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-13717900049,2018-08-08,3592,Wal-Mart 0886 / Fort Dodge,3036 1st Ave South,Fort Dodge,50501,POINT (-94.153456 42.505334),42,Hardin,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-12202300081,2018-05-22,3644,Wal-Mart 2764 / Altoona,3501  8th St SW,Altoona,50009,POINT (-93.505276 41.644195),77,POLK,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-12705100037,2018-06-15,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-12233100053,2018-05-23,2523,Hy-Vee Food Store / Centerville,414 N 18th St,Centerville,52544,POINT (-92.86795 40.735639),4,APPANOOSE,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-12250800099,2018-05-23,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-12189700023,2018-05-21,5198,Riverside Liquor,826 E River Dr,Davenport,52803,POINT (-90.561741 41.524926),82,SCOTT,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-12308600043,2018-05-25,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702,POINT (-92.353103 42.456374),7,BLACK HAWK,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-12374200044,2018-05-30,2623,Hy-Vee Food Store #4 / Sioux City,2827 Hamilton Blvd,Sioux City,51104,POINT (-96.417783 42.519886),97,WOODBURY,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5038,Glenlivet 12YR,6,1750,42.47,63.71,6,382.26,10.5,2.77,2018
INV-14523500064,2018-09-19,2616,Hy-Vee Food and Drug / Clinton,901 South 4th St,Clinton,52732,POINT (-90.193204 41.836268000000004),23,CLINTON,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-14227400042,2018-09-04,3625,Wal-Mart 0892 / Ankeny,1002 SE National Dr,Ankeny,50021,POINT (-93.582348 41.70486400000001),77,POLK,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-12569400036,2018-06-11,3663,Wal-Mart 1496 / Waterloo,1334 Flammang Dr,Waterloo,50702,POINT (-92.330801 42.460238),7,BLACK HAWK,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-12574400034,2018-06-11,3811,Wal-Mart 1431 / Keokuk,300 North Park Dr,Keokuk,52632,POINT (-91.407263 40.418589),56,LEE,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-14147300029,2018-08-30,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-12644100110,2018-06-13,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1012300,Single Malt Scotch,205,E & J Gallo Winery,5360,John Barr Reserve,6,1750,21.93,32.9,6,157.5,10.5,2.77,2018
INV-09672500006,2018-01-09,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5038,Glenlivet 12YR,6,1750,42.47,63.71,6,382.26,10.5,2.77,2018
INV-13848000051,2018-08-15,3647,Wal-Mart 2889 / Clinton,2715 South 25th St,Clinton,52732,POINT (-90.245005 41.818874),23,CLINTON,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-12926500014,2018-06-27,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-15462300035,2018-11-02,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-14142000064,2018-08-29,3757,Wal-Mart 3590 / Sioux City,3101 Floyd Blvd,Sioux City,51108,POINT (-96.37287 42.530454),97,WOODBURY,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-10139500035,2018-02-01,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-12390400114,2018-05-31,3670,Wal-Mart 2827 / Coralville,2801 Commerce Dr,Coralville,52241,POINT (-91.610774 41.695806),52,JOHNSON,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-14066200028,2018-08-27,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702,POINT (-92.353103 42.456374),7,BLACK HAWK,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-09781200001,2018-01-15,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1901200,Special Order Items,380,Phillips Beverage,903881,Phillips Rootbeer Schnapps,6,1750,9.27,13.91,6,83.46,10.5,2.77,2018
INV-16063900002,2018-12-04,4697,Southside Liquor & Tobacco / Iowa City,601 Hollywood Blvd,Iowa City,52240,POINT (-91.52741 41.643807),52,JOHNSON,1901200,Special Order Items,389,REMY COINTREAU USA INC,903510,Remy Martin VSOP,6,1750,52.46,78.69,6,472.14,10.5,2.77,2018
INV-12556900035,2018-06-08,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-12627900029,2018-06-13,5298,DeWitt Travel Mart,"630, 6th Ave",DeWitt,52742,POINT (-90.538952 41.821779),23,CLINTON,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-09721900027,2018-01-10,3524,Sam's Club 6568 / Ames,305 Airport Rd,Ames,50010,POINT (-93.613648 42.001123),85,STORY,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-12991500170,2018-06-29,2538,Hy-Vee Food Store #3 / Waterloo,1422 Flammang Dr,Waterloo,50702,POINT (-92.327917 42.459938),7,BLACK HAWK,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-10239600026,2018-02-06,3981,Wal-Mart 1152 / Sioux Center,255 16th St SW,Sioux Center,51250,POINT (-96.179835 43.060881),84,SIOUX,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-14494000038,2018-09-18,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.680734 42.034748),57,LINN,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-14766500029,2018-10-01,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-10051700099,2018-01-29,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1012300,Single Malt Scotch,205,E & J Gallo Winery,5360,John Barr Reserve,6,1750,21.93,32.9,6,157.5,10.5,2.77,2018
INV-10112300033,2018-01-31,3647,Wal-Mart 2889 / Clinton,2715 South 25th St,Clinton,52732,POINT (-90.245005 41.818874),23,CLINTON,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-13812300045,2018-08-13,5077,Wal-Mart 3150 / Council Bluffs,1800 N 16th St,Council Bluffs,51501,POINT (-95.867459 41.27737),78,POTTAWATTA,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-14258100025,2018-09-05,3726,Wal-Mart 1285 / Ottumwa,1940 Venture Dr,Ottumwa,52501,POINT (-92.456896 41.01455),90,WAPELLO,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-12768500013,2018-06-20,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5038,Glenlivet 12YR,6,1750,42.47,63.71,6,382.26,10.5,2.77,2018
INV-14517100006,2018-09-18,4648,Prime Mart / Broadway Waterloo,508 Broadway St,Waterloo,50703,POINT (-92.345104 42.510573),7,BLACK HAWK,1901200,Special Order Items,389,REMY COINTREAU USA INC,903510,Remy Martin VSOP,6,1750,52.46,78.69,6,472.14,10.5,2.77,2018
INV-09601000039,2018-01-04,3645,Wal-Mart 1764 / Windsor Heights,1001  73rd St,Windsor Heights,50311,POINT (-93.716991 41.594787),77,Polk,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-14202700041,2018-08-31,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240,POINT (-91.53046300000001 41.642764),52,JOHNSON,1012300,Single Malt Scotch,205,E & J Gallo Winery,5360,John Barr Reserve,6,1750,21.93,32.9,6,197.4,10.5,2.77,2018
INV-13152700043,2018-07-10,3981,Wal-Mart 1152 / Sioux Center,255 16th St SW,Sioux Center,51250,POINT (-96.179835 43.060881),84,SIOUX,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-10425600081,2018-02-15,2593,Hy-Vee Food Store / Carroll,905 US Highway 30 West,Carroll,51401,POINT (-94.853591 42.064155),14,CARROLL,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-10295100042,2018-02-09,2626,Hy-Vee Drugstore / University / DSM,4100 University Ave,Des Moines,50311,POINT (-93.673222 41.600361),77,POLK,1012300,Single Malt Scotch,205,E & J Gallo Winery,5360,John Barr Reserve,6,1750,21.93,32.9,6,157.5,10.5,2.77,2018
INV-14890100040,2018-10-08,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702,POINT (-92.353103 42.456374),7,BLACK HAWK,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-14673500023,2018-09-26,3722,Wal-Mart 1361 / Sioux City,3400 Singing Hills Blvd,Sioux City,51106,POINT (-96.36432 42.43609000000001),97,WOODBURY,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-10256700028,2018-02-07,3722,Wal-Mart 1361 / Sioux City,3400 Singing Hills Blvd,Sioux City,51106,POINT (-96.36432 42.43609000000001),97,WOODBURY,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-10423600051,2018-02-15,3899,Wal-Mart 3762 / WDM,6365 Stagecoach Dr,West Des Moines,50266,POINT (-93.795512 41.558107),77,POLK,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-16093200014,2018-12-05,2523,Hy-Vee Food Store / Centerville,609 N 18th,Centerville,52544,POINT (-92.867967 40.737577),4,APPANOOSE,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-10034600010,2018-01-26,2672,Hy-Vee / Winterset,923 N  1st St,Winterset,50273,POINT (-94.013482 41.342665),61,MADISON,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-11626600017,2018-04-20,3682,Jumbo's,110 E Main St,Wesley,50483,POINT (-93.990256 43.088341),55,KOSSUTH,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-12608400031,2018-06-12,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263,POINT (-93.854477 41.615059),25,DALLAS,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5038,Glenlivet 12YR,6,1750,42.47,63.71,6,382.26,10.5,2.77,2018
INV-16032300099,2018-12-03,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240,POINT (-91.53046300000001 41.642764),52,JOHNSON,1012300,Single Malt Scotch,205,E & J Gallo Winery,5360,John Barr Reserve,6,1750,21.93,32.9,6,197.4,10.5,2.77,2018
INV-11959600061,2018-05-08,3625,Wal-Mart 0892 / Ankeny,1002 SE National Dr,Ankeny,50021,POINT (-93.582348 41.70486400000001),77,POLK,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-15369300011,2018-10-30,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023,POINT (-93.621824 41.705188),77,Polk,1012300,Single Malt Scotch,205,E & J Gallo Winery,5360,John Barr Reserve,6,1750,21.93,32.9,6,197.4,10.5,2.77,2018
INV-15710700078,2018-11-14,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5038,Glenlivet 12YR,6,1750,42.47,63.71,6,382.26,10.5,2.77,2018
INV-16510200021,2018-12-21,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-11678900003,2018-04-24,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5038,Glenlivet 12YR,6,1750,42.47,63.71,6,382.26,10.5,2.77,2018
INV-10626200048,2018-02-27,3769,Wal-Mart 0753 / Cedar Fall,525 Brandilynn Blvd,Cedar Falls,50613,POINT (-92.440394 42.485042),7,BLACK HAWK,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-10839300030,2018-03-12,3886,Wal-Mart 0646 / Anamosa,101  115 St,Anamosa,52205,POINT (-91.26496500000002 42.101677),53,JONES,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-11937300049,2018-05-08,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-11091400005,2018-03-26,2578,Hy-Vee / Charles City,901 Kelly St,Charles City,50616,POINT (-92.675068 43.067104),34,FLOYD,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-09851900018,2018-01-17,3726,Wal-Mart 1285 / Ottumwa,1940 Venture Dr,Ottumwa,52501,POINT (-92.456896 41.01455),90,WAPELLO,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
INV-15853200031,2018-11-21,3524,Sam's Club 6568 / Ames,305 Airport Rd,Ames,50010,POINT (-93.613648 42.001123),85,STORY,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee Liqueur,6,1750,24.99,37.49,6,224.94,10.5,2.77,2018
INV-10950800041,2018-03-16,3721,Wal-Mart 0913 / Decorah,1798 Old Stage Rd,Decorah,52101,POINT (-91.753135 43.290041),96,WINNESHIEK,1062300,Aged Dark Rum,055,SAZERAC NORTH AMERICA,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77,2018
