invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,Year
INV-13191200001,2018-07-11,3447,Sam's Club 6432 / Sioux City,4201 S. York St.,Sioux City,51106,POINT (-96.37082 42.43407),97,WOODBURY,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Member's Mark Vodka,6,1750,8.51,12.77,360,4597.2,630.0,166.43,2018
INV-14141900094,2018-08-29,3820,"Charlie's Wine and Spirits,",507 W 19th St,Sioux City,51103,POINT (-96.420193 42.510535),97,WOODBURY,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.48,42.72,4,170.88,4.0,1.05,2018
INV-14540300014,2018-09-19,4192,Fareway Stores #044 / Bettendorf,3800 Belmont Rd,Bettendorf,52722,POINT (-90.480368 41.556273),82,SCOTT,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,6,48.78,6.0,1.58,2018
INV-13638900001,2018-08-03,2602,Hy-Vee Food Store / Webster City,823  2nd St,Webster City,50595,POINT (-93.825486 42.469466),40,HAMILTON,1901200,Special Order Items,259,Heaven Hill Brands,903771,Fighting Cock Bourbon,12,750,8.96,13.44,36,483.84,27.0,7.13,2018
INV-14431300038,2018-09-13,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1011600,Straight Rye Whiskies,255,Infinium Spirits,27175,Templeton 4YR Rye,6,1000,21.0,31.5,6,189.0,6.0,1.58,2018
INV-13736300002,2018-08-08,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,84,651.84,84.0,22.19,2018
INV-14357500060,2018-09-11,5527,Liquor Downtown,315 S Gilbert St,Iowa City,52240,POINT (-91.530181 41.657654),52,JOHNSON,1091200,Neutral Grain Spirits,154,DUNKEL CORPORATION,77284,Rocket Fuel,12,750,6.65,9.98,24,239.52,18.0,4.75,2018
INV-13893700010,2018-08-16,3814,Costco Wholesale #788 / WDM,7205 Mills Civic Pkwy,West Des Moines,50266,POINT (-93.806489 41.561342),25,Dallas,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5136,Glenmorangie 18YR,6,750,49.99,74.99,18,1349.82,13.5,3.56,2018
INV-14493900077,2018-09-18,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,156,1210.56,156.0,41.21,2018
INV-15134100098,2018-10-18,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.85,7.28,60,406.2,60.0,15.85,2018
INV-12181000002,2018-05-21,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,120,931.2,120.0,31.7,2018
INV-14106600012,2018-08-28,5140,A to Z Liquor,"114, S  2nd  St",Cherokee,51012,POINT (-95.55132 42.749013),18,CHEROKEE,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.48,42.72,2,85.44,2.0,0.52,2018
INV-14826500015,2018-10-03,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67578,Kahlua Salted Caramel,12,750,11.99,17.99,24,431.76,18.0,4.75,2018
INV-15677100127,2018-11-13,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404,POINT (-91.658577 41.955859),57,LINN,1011600,Straight Rye Whiskies,255,Infinium Spirits,26858,Templeton 4YR Rye,12,375,9.99,14.99,3,44.97,1.12,0.29,2018
INV-14844500082,2018-10-04,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.85,7.28,60,406.2,60.0,15.85,2018
INV-14983700055,2018-10-11,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1062300,Aged Dark Rum,035,BACARDI USA INC,43109,Bacardi Black,12,750,8.25,12.38,24,297.12,18.0,4.75,2018
INV-09689400072,2018-01-09,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,180,1328.4,180.0,47.55,2018
INV-10084100013,2018-01-30,2285,John's Grocery,401 East Market St,Iowa City,52240,POINT (-91.529854 41.663541),52,JOHNSON,1011300,Single Barrel Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18350,Four Roses Single Barrel,6,750,20.17,30.26,18,544.68,13.5,3.57,2018
INV-13143400002,2018-07-10,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Member's Mark Vodka,6,1750,8.51,12.77,360,4597.2,630.0,166.43,2018
INV-15217800178,2018-10-23,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1062300,Aged Dark Rum,260,DIAGEO AMERICAS,42167,Myers's Rum Original Dark,12,1000,13.0,19.5,4,78.0,4.0,1.05,2018
INV-14147300056,2018-08-30,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.51,6.77,768,5199.36,768.0,202.88,2018
INV-15439300011,2018-11-01,3814,Costco Wholesale #788 / WDM,7205 Mills Civic Pkwy,West Des Moines,50266,POINT (-93.806489 41.561342),25,Dallas,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5136,Glenmorangie 18YR,6,750,49.99,74.99,18,1349.82,13.5,3.56,2018
INV-10326500005,2018-02-12,2191,Keokuk Spirits,1013 Main,Keokuk,52632,POINT (-91.387797 40.400038),56,LEE,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,180,1396.8,180.0,47.55,2018
INV-14650800044,2018-09-25,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2018
INV-10153000093,2018-02-01,2627,Hy-Vee Wine & Spirits #1 / MLK,3424 Martin Luther King Jr Pkw,Des Moines,50310,POINT (-93.65129 41.626668),77,POLK,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,4,31.04,4.0,1.06,2018
INV-14785100040,2018-10-02,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67578,Kahlua Salted Caramel,12,750,11.99,17.99,24,431.76,18.0,4.75,2018
INV-14762700119,2018-10-01,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.85,7.28,60,406.2,60.0,15.85,2018
INV-13652000018,2018-08-06,3488,Bender's Foods,400 S Second,Bellevue,52031,POINT (-90.42292 42.255449),49,JACKSON,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.48,42.72,4,170.88,4.0,1.05,2018
INV-14008300043,2018-08-22,2594,Hy-Vee Food Store / Sioux City,4500 Sergeant Road,Sioux City,51106,POINT (-96.346969 42.447396),97,WOODBURY,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2018
INV-14766500113,2018-10-01,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1011600,Straight Rye Whiskies,255,Infinium Spirits,27175,Templeton 4YR Rye,6,1000,21.0,31.5,6,189.0,6.0,1.58,2018
INV-13991200001,2018-08-22,3942,Twin Town Liquor,104 Highway 30 West,Toledo,52342,POINT (-92.579446 41.985985),86,TAMA,1901200,Special Order Items,370,PERNOD RICARD USA,902780,SOOH Hiram Walker Cherry Brandy,12,1000,6.5,9.75,120,1170.0,120.0,31.7,2018
INV-10159600002,2018-02-01,2648,Hy-Vee #4 / Wdm,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1901200,Special Order Items,259,Heaven Hill Brands,917914,HA Elijah Craig Cask Barrel Proof,3,750,29.92,44.88,9,403.92,6.75,1.78,2018
INV-15815600059,2018-11-20,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52,2018
INV-16146400007,2018-12-06,2561,Hy-Vee Food Store / Fleur / DSM,4605 Fleur Drive,Des Moines,50321,POINT (-93.64494300000001 41.542748),77,POLK,1011600,Straight Rye Whiskies,255,Infinium Spirits,26781,Templeton Rye Rare Cask Strength,6,750,29.99,44.99,60,2699.4,45.0,11.88,2018
INV-14851300189,2018-10-04,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.85,7.28,72,487.44,72.0,19.02,2018
INV-10348000077,2018-02-13,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,204,1583.04,204.0,53.89,2018
INV-12537000129,2018-06-07,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,464,Glenmorangie Pioneer Pack,6,850,23.49,35.24,1,35.24,0.85,0.22,2018
INV-13879800021,2018-08-16,4083,Fareway Stores #909 / Ankeny,109 SE Oralabor Rd,Ankeny,50021,POINT (-93.59949600000002 41.702811),77,POLK,1012300,Single Malt Scotch,205,E & J Gallo Winery,5360,John Barr Reserve,6,1750,21.93,32.9,36,1184.4,63.0,16.64,2018
INV-12800500004,2018-06-21,5425,Spirits Liquor,109 E 1st St. # B,Grimes,50111,POINT (-93.793812 41.68840000000001),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,464,Glenmorangie Pioneer Pack,6,850,23.49,35.24,1,35.24,0.85,0.22,2018
INV-13916100011,2018-08-17,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1092100,Imported Distilled Spirit Specialty,370,PERNOD RICARD USA,48690,Martell VSSD,24,200,5.99,8.99,1,8.99,0.2,0.05,2018
INV-13012100012,2018-07-02,4138,Fareway Stores #657 / Indianola,1309 W 2nd,Indianola,50125,POINT (-93.579252 41.356616),91,WARREN,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,4,32.52,4.0,1.06,2018
INV-15230800107,2018-10-23,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1062300,Aged Dark Rum,260,DIAGEO AMERICAS,42167,Myers's Rum Original Dark,12,1000,13.0,19.5,4,78.0,4.0,1.05,2018
INV-10698700045,2018-03-02,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,48,372.48,48.0,12.68,2018
INV-13054300001,2018-07-03,3942,Twin Town Liquor,104 Highway 30 West,Toledo,52342,POINT (-92.579446 41.985985),86,TAMA,1901200,Special Order Items,370,PERNOD RICARD USA,902840,Hiram Walker Peppermint Schnapps,6,1750,8.6,12.9,24,309.6,42.0,11.1,2018
INV-15782800093,2018-11-19,2538,Hy-Vee Food Store #3 / Waterloo,1422 Flammang Dr,Waterloo,50702,POINT (-92.327917 42.459938),7,BLACK HAWK,1092100,Imported Distilled Spirit Specialty,261,Grand Prix Beverage LLC,64342,Badel Prima Brand,6,1000,13.0,19.5,6,117.0,6.0,1.58,2018
INV-15793500157,2018-11-19,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1081500,Triple Sec,434,LUXCO INC,86310,La Prima Triple Sec,12,1000,3.0,4.5,5,22.5,5.0,1.32,2018
INV-10708000002,2018-03-05,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,96,744.96,96.0,25.36,2018
INV-12945700119,2018-06-28,2582,Hy-Vee #2 Food Store / Mason City,551 S Illinois Ave,Mason City,50401,POINT (-93.17114 43.14623),17,CERRO GORD,1062300,Aged Dark Rum,380,Phillips Beverage,43685,Cross Keys Rum Mini,12,50,5.9,8.85,5,44.25,0.25,0.07,2018
INV-12004600069,2018-05-10,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,420,3259.2,420.0,110.95,2018
INV-13195900053,2018-07-12,3420,Sam's Club 6344 / Windsor Heights,1101  73rd St,Windsor Heights,50311,POINT (-93.718027 41.599172),77,Polk,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,132,1024.32,132.0,34.87,2018
INV-13217200001,2018-07-13,5144,Sam's Club 6979 / Ankeny,4625 SE Delaware Ave,Ankeny,50021,POINT (-93.581273 41.691),77,POLK,1901200,Special Order Items,421,SAZERAC COMPANY  INC,936859,Member's Mark Vodka,6,1750,8.51,12.77,360,4597.2,630.0,166.43,2018
INV-09754000157,2018-01-11,2648,Hy-Vee #4 / Wdm,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5133,Glenmorangie 10 Yr Single Malt Scotch,6,750,23.49,35.24,60,2114.4,45.0,11.89,2018
INV-12911300110,2018-06-27,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1081500,Triple Sec,434,LUXCO INC,86310,La Prima Triple Sec,12,1000,3.0,4.5,48,216.0,48.0,12.68,2018
INV-13143200071,2018-07-10,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1092100,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,120,931.2,120.0,31.7,2018
INV-09780600002,2018-01-15,4669,Vom Fass / Des Moines,"833, 42nd St",Des Moines,50312,POINT (-93.674384 41.59343100000001),77,POLK,1011300,Single Barrel Bourbon Whiskies,885,YAHARA BAY DISTILLERS INC,989833,YB Bourbon 200ml,6,1200,9.36,14.04,6,84.24,7.2,1.9,2018
INV-14690200062,2018-09-27,3420,Sam's Club 6344 / Windsor Heights,1101  73rd St,Windsor Heights,50311,POINT (-93.718027 41.599172),77,Polk,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.51,6.77,768,5199.36,768.0,202.88,2018
INV-15357700001,2018-10-30,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1011800,Iowa Distillery Whiskies,125,CEDAR RIDGE VINEYARDS LL,928270,Cedar Ridge Private Cask Iowa Bourbon Selection 92prf,6,750,21.0,31.5,300,9450.0,225.0,59.43,2018
INV-14160600003,2018-08-30,9002,Mississippi River Distillery,303 N Cody Rd,Leclaire,52753,POINT (-90.34359400000001 41.599733),82,Scott,1011600,Straight Rye Whiskies,306,MISSISSIPPI RIVER DISTIL,27027,Cody Road Rye,6,750,19.17,28.76,30,862.8,22.5,5.94,2018
INV-15292900196,2018-10-25,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.85,7.28,48,324.96,48.0,12.68,2018
